name,orgnr,omsattning_tkrk,anstallda,ort,branscher,allabolag_url
"Gnosjö Konstsmide Aktiebolag",556217-1313,132051,41,"335 30 Gnosjö","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/gnosj%C3%B6-konstsmide-aktiebolag/gnosj%C3%B6/-/5562171313
"Fredrik Källströms Elektriska AB",556992-1421,193821,94,"549 65 Skövde","Byggmästare;Elinstallationer;Hushållsutrustningar, vitvaror;Maskinförnödenheter;Grossister;Hushållsutrustningar, vitvaror - grossister;Maskinförnödenheter - reparationer;Möbler, inredning, kök- och belysningsutrustning;Reparatörer;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/fredrik-k%C3%A4llstr%C3%B6ms-elektriska-ab/sk%C3%B6vde/-/5569921421
"Fogia Collection Aktiebolag",556204-6218,108304,18,"131 72 Nacka","Belysningsarmatur - Komponenter;Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/fogia-collection-aktiebolag/nacka/-/5562046218
"Expohouse Sweden Aktiebolag",556355-7122,143446,57,"195 72 Rosersberg","Belysningsarmatur - Komponenter;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/expohouse-sweden-aktiebolag/rosersberg/-/5563557122
"Ege Carpets Sweden AB",556157-3501,155149,13,"413 28 Göteborg","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/ege-carpets-sweden-ab/g%C3%B6teborg/-/5561573501
"Dux Industrier AB",556898-1525,142210,13,"282 71 Sösdala","Belysningsarmatur - Komponenter;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/dux-industrier-ab/s%C3%B6sdala/-/5568981525
"Designlight Scandinavian AB",556274-3061,124473,27,"342 60 Moheda","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/designlight-scandinavian-ab/moheda/-/5562743061
"DesignTorget AB",556508-3267,102308,33,"113 43 Stockholm","Möbler;Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/designtorget-ab/stockholm/-/5565083267
"Dealproffsen AB",559201-2867,141389,13,"254 68 Helsingborg","Möbler;Spel, nöjesanläggningsutrustningar;Sport;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dealproffsen-ab/helsingborg/-/5592012867
"Centralhallen i Sveg AB",556545-4757,142238,35,"842 32 Sveg","Livsmedel;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/centralhallen-i-sveg-ab/sveg/-/5565454757
"Byrd Lifestyle AB",559001-6100,102050,3,"262 91 Ängelholm","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/byrd-lifestyle-ab/%C3%A4ngelholm/-/5590016100
"Brizley AB",556860-8110,166772,4,"120 30 Stockholm","Kontorsinredningar;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/brizley-ab/stockholm/-/5568608110
"Brands Selection Sweden AB",556862-5536,117710,10,"573 92 Tranås","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/brands-selection-sweden-ab/tran%C3%A5s/-/5568625536
"Artwood Aktiebolag",556131-4294,138292,18,"511 62 Skene","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/artwood-aktiebolag/skene/-/5561314294
"Aktiebolaget Evert Lindelöf Inredningsservice",556071-3462,129426,19,"116 49 Stockholm","Belysningsarmatur - Komponenter;Konsulter;Miljöteknik;Teknikkonsulter;Grossister",https://www.allabolag.se/foretag/aktiebolaget-evert-lindel%C3%B6f-inredningsservice/stockholm/-/5560713462
"Aktiebolaget Ebeco",556198-1316,175144,31,"415 02 Göteborg","Elmateriel;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/aktiebolaget-ebeco/g%C3%B6teborg/-/5561981316
"AB Edsbyverken",556040-0755,195618,151,"828 32 Edsbyn","Fastighetsbolag, lokaler;Kontorsinredningar;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/ab-edsbyverken/edsbyn/-/5560400755
"Witre Aktiebolag",556354-5226,333706,59,"431 53 Mölndal","Belysningsarmatur - Komponenter;Apoteksvaror, läkemedel - Distribution;Maskinförnödenheter;Grossister;Reseeffekter;Apoteksvaror, läkemedel - Partihandel",https://www.allabolag.se/foretag/witre-aktiebolag/m%C3%B6lndal/-/5563545226
"Venture Design AB",556787-4424,297177,32,"352 45 Växjö","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/venture-design-ab/v%C3%A4xj%C3%B6/-/5567874424
"Velant AB",556032-3189,314340,11,"115 28 Stockholm","Möbler;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/velant-ab/stockholm/-/5560323189
"Sweef AB",556850-4681,271688,40,"111 60 Stockholm","Datakonsulter;Konsulter;Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/sweef-ab/stockholm/-/5568504681
"Svenskt Tenn Aktiebolag",556032-0375,447962,92,"115 23 Stockholm","Lager;Möbler;Textilier;Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/svenskt-tenn-aktiebolag/stockholm/-/5560320375
"Svenska Hem Aktiebolag",556073-8543,296252,15,"555 93 Jönköping","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/svenska-hem-aktiebolag/j%C3%B6nk%C3%B6ping/-/5560738543
"String Furniture AB",556637-6629,333533,44,"216 13 Limhamn","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/string-furniture-ab/limhamn/-/5566376629
"Stenlunds Maskincenter Aktiebolag",556222-4021,254935,31,"164 40 Kista","Hushållsmaskiner och apparater, radio, tv, cd och musikinstrument;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/stenlunds-maskincenter-aktiebolag/kista/-/5562224021
"Star Trading i Svenljunga Aktiebolag",556123-0300,280315,84,"512 50 Svenljunga","Belysningsarmatur - Komponenter;Elmateriel;Grossister",https://www.allabolag.se/foretag/star-trading-i-svenljunga-aktiebolag/svenljunga/-/5561230300
"Sonsa Business AB",556062-3349,369667,79,"282 67 Vittsjö","Belysningsarmatur - Komponenter;Finansbolag, finansiella tjänster;Sågverk;Trävaror;Grossister;Holdingbolag;Trä och byggvaror - grossist",https://www.allabolag.se/foretag/sonsa-business-ab/vittsj%C3%B6/-/5560623349
"Sono Sweop AB",556591-2374,419039,82,"573 92 Tranås","Belysningsarmatur - Komponenter;Kontorsinredningar;Möbler;Spedition;Transportförmedling;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/sono-sweop-ab/tran%C3%A5s/-/5565912374
"Senab Concept AB",556876-9193,225183,21,"414 51 Göteborg","Kontorsinredningar;Lager;Grossister",https://www.allabolag.se/foretag/senab-concept-ab/g%C3%B6teborg/-/5568769193
"SOVA Stockholm Retail AB",559119-2629,421133,94,"215 32 Malmö","Möbler;Kontorstjänster;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/sova-stockholm-retail-ab/malm%C3%B6/-/5591192629
"SG Armaturen AB",556655-3631,332750,28,"431 30 Mölndal","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/sg-armaturen-ab/m%C3%B6lndal/-/5566553631
"Rowico Aktiebolag",556152-9271,303606,47,"302 62 Halmstad","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/rowico-aktiebolag/halmstad/-/5561529271
"Robur Safe Aktiebolag",556501-4445,229349,42,"311 68 Slöinge","Kontorsinredningar;Metaller, legeringar;Grossister;Metaller, legeringar - Produktion;Producenter",https://www.allabolag.se/foretag/robur-safe-aktiebolag/sl%C3%B6inge/-/5565014445
"Orrefors Kosta Boda AB",556519-1300,274606,138,"365 43 Kosta","Glas, glasvaror;Möbler, inredning, kök- och belysningsutrustning;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/orrefors-kosta-boda-ab/kosta/-/5565191300
"Ols Möbler Aktiebolag",556420-1092,478527,132,"602 23 Norrköping","Möbler;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ols-m%C3%B6bler-aktiebolag/norrk%C3%B6ping/-/5564201092
"Nordic International furniture group AB",556956-4056,286796,4,"343 34 Älmhult","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/nordic-international-furniture-group-ab/%C3%A4lmhult/-/5569564056
"Nokalux Aktiebolag",556124-4939,259889,94,"672 41 Töcksfors","Belysningsarmatur - Komponenter;Elektronik - Systemkomponenter;Elektronik - Tillverkning;Grossister;Producenter",https://www.allabolag.se/foretag/nokalux-aktiebolag/t%C3%B6cksfors/-/5561244939
"Nitton93 Inredningar AB",556949-1060,362786,68,"703 43 Örebro","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/nitton93-inredningar-ab/%C3%B6rebro/-/5569491060
"Nelco Contact Aktiebolag",556210-0239,275309,47,"195 61 Arlandastad","Belysningsarmatur - Komponenter;Fastighetsbolag, lokaler;Elmateriel;Grossister",https://www.allabolag.se/foretag/nelco-contact-aktiebolag/arlandastad/-/5562100239
"NO GA Commerce AB",559299-5541,489134,94,"115 28 Stockholm","Postorder/e-handel;Möbler;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/no-ga-commerce-ab/stockholm/-/5592995541
"Målericentralen Väst AB",556094-3267,215095,104,"433 30 Partille","Färger, lacker, tapeter;Golvbeläggningar;Postorder/e-handel;Mattor;Trävaror;Grossister;Trä och byggvaror - grossist;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/m%C3%A5lericentralen-v%C3%A4st-ab/partille/-/5560943267
"Malmbergs Elektriska Aktiebolag (publ)",556556-2781,423358,111,"692 35 Kumla","Belysningsarmatur - Komponenter;Elmateriel;Grossister",https://www.allabolag.se/foretag/malmbergs-elektriska-aktiebolag-publ/kumla/-/5565562781
"Lagerhaus Aktiebolag",556662-8730,370880,167,"412 63 Göteborg","Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/lagerhaus-aktiebolag/g%C3%B6teborg/-/5566628730
"KungSängen Produktion AB",556553-8641,423056,141,"749 40 Enköping","Lager;Möbler;Kontorstjänster;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/kungs%C3%A4ngen-produktion-ab/enk%C3%B6ping/-/5565538641
"Kinnarps Sverige Försäljning AB",556407-2964,464252,212,"131 54 Nacka","Agenturer;Datorer - Kringutrustningar;Kontorsinredningar;Möbler;Grossister;Möbler - Produktion;Möbler, hushållsartiklar och järnvaror - agentur;Producenter;Datorer och kringutrustningar - Partihandel",https://www.allabolag.se/foretag/kinnarps-sverige-f%C3%B6rs%C3%A4ljning-ab/nacka/-/5564072964
"Input interiör Stockholm Aktiebolag",556475-1492,449572,70,"113 46 Stockholm","Kontorsinredningar;Lager;Grossister",https://www.allabolag.se/foretag/input-interi%C3%B6r-stockholm-aktiebolag/stockholm/-/5564751492
"Input Interiör KC Aktiebolag",556534-1830,410868,73,"352 51 Växjö","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/input-interi%C3%B6r-kc-aktiebolag/v%C3%A4xj%C3%B6/-/5565341830
"Indiska 1901 AB",559395-2673,272837,141,"113 30 Stockholm","Textilier;Kläder, skor;Konfektion;Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/indiska-1901-ab/stockholm/-/5593952673
"INR Försäljning Sverige AB",556720-5165,328464,75,"211 24 Malmö","Belysningsarmatur - Komponenter;Glas, glasvaror;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/inr-f%C3%B6rs%C3%A4ljning-sverige-ab/malm%C3%B6/-/5567205165
"ILVA SWE AB",556775-8312,205046,34,"215 86 Malmö","Möbler;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ilva-swe-ab/malm%C3%B6/-/5567758312
"Hästens International AB",556761-4499,303430,19,"731 36 Köping","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/h%C3%A4stens-international-ab/k%C3%B6ping/-/5567614499
"Härjedals Kök AB",556648-1072,227269,91,"846 73 Funäsdalen","Belysningsarmatur - Komponenter;Möbler;Trävaror;Grossister;Möbler - Produktion;Producenter;Trä och byggvaror - grossist",https://www.allabolag.se/foretag/h%C3%A4rjedals-k%C3%B6k-ab/fun%C3%A4sdalen/-/5566481072
"Handshake Sweden AB",556974-8238,252514,21,"123 43 Farsta","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/handshake-sweden-ab/farsta/-/5569748238
"HAGS Aneby AB",556136-0081,474732,65,"578 33 Aneby","Byggmästare;Kontorsinredningar;Projektledning;Sport;Grossister;Sport - grossist",https://www.allabolag.se/foretag/hags-aneby-ab/aneby/-/5561360081
"Götessons Industri Aktiebolag",556287-5251,287097,71,"523 38 Ulricehamn","Kontorsinredningar;Metaller, legeringar;Grossister;Metaller, legeringar - Produktion;Producenter",https://www.allabolag.se/foretag/g%C3%B6tessons-industri-aktiebolag/ulricehamn/-/5562875251
"Göteborgs Orienthus AB",556639-4804,348765,59,"415 02 Göteborg","Golvbeläggningar;Livsmedel;Ljudanläggningar, ljusanläggningar, bildanläggningar;Mattor;Grossister;Livsmedel - agenturer och grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/g%C3%B6teborgs-orienthus-ab/g%C3%B6teborg/-/5566394804
"Granit Sweden AB",556537-9418,247484,127,"113 30 Stockholm","Lager;Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/granit-sweden-ab/stockholm/-/5565379418
"Glamox AB",556142-8318,452595,58,"412 63 Göteborg","Belysningsarmatur - Komponenter;Elmateriel;Grossister",https://www.allabolag.se/foretag/glamox-ab/g%C3%B6teborg/-/5561428318
"Gerdmans Inredningar Aktiebolag",556318-2632,354447,56,"285 39 Markaryd","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/gerdmans-inredningar-aktiebolag/markaryd/-/5563182632
"Furninova Aktiebolag",556434-1773,342677,33,"282 64 Bjärnum","Belysningsarmatur - Komponenter;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/furninova-aktiebolag/bj%C3%A4rnum/-/5564341773
"Erik Tiberg Möbler AB",556068-9407,467398,130,"421 22 Västra Frölunda","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/erik-tiberg-m%C3%B6bler-ab/v%C3%A4stra-fr%C3%B6lunda/-/5560689407
"Elfa Sverige AB",556052-5296,226691,21,"211 38 Malmö","Belysningsarmatur - Komponenter;Järnvaror;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/elfa-sverige-ab/malm%C3%B6/-/5560525296
"EFG European Furniture Group Aktiebolag",556236-7259,276957,100,"573 41 Tranås","Belysningsarmatur - Komponenter;Butiksinredningar, butiksutrustningar;Kontorsinredningar;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/efg-european-furniture-group-aktiebolag/tran%C3%A5s/-/5562367259
"DPJ Workspace AB",556512-9193,367857,70,"120 30 Stockholm","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/dpj-workspace-ab/stockholm/-/5565129193
"Calle Gulled Agenturer AB",556508-9090,474756,16,"211 30 Malmö","Belysningsarmatur - Komponenter;Elmateriel;Grossister",https://www.allabolag.se/foretag/calle-gulled-agenturer-ab/malm%C3%B6/-/5565089090
"CaMa Gruppen AB",556768-1035,213285,33,"422 46 Hisings Backa","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/cama-gruppen-ab/hisings-backa/-/5567681035
"Bra Fritidsprodukter Aktiebolag (BRAFAB)",556427-4099,250495,45,"285 39 Markaryd","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/bra-fritidsprodukter-aktiebolag-brafab/markaryd/-/5564274099
"Belid Lighting AB",556039-0659,200136,123,"432 48 Varberg","Belysningsarmatur - Komponenter;Elektronik - Systemkomponenter;Elektronik - Tillverkning;Grossister;Gummi och plastprodukter - tillverkning;Producenter",https://www.allabolag.se/foretag/belid-lighting-ab/varberg/-/5560390659
"Beds by Scapa AB",556395-7777,225228,41,"342 32 Alvesta","Belysningsarmatur - Komponenter;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/beds-by-scapa-ab/alvesta/-/5563957777
"Ateljé Lyktan Aktiebolag",556063-9634,294700,128,"296 35 Åhus","Belysningsarmatur - Komponenter;Elektronik - Systemkomponenter;Elmateriel;Elektronik - Tillverkning;Grossister;Producenter",https://www.allabolag.se/foretag/atelj%C3%A9-lyktan-aktiebolag/%C3%A5hus/-/5560639634
"Arcenta AB",556311-2936,211978,8,"142 51 Skogås","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/arcenta-ab/skog%C3%A5s/-/5563112936
"Abstracta Aktiebolag",556046-3852,254028,63,"363 45 Lammhult","Belysningsarmatur - Komponenter;Dörrar, portar;Elektronik - Systemkomponenter;Metaller, legeringar;Möbler;Textilier;Elektronik - Tillverkning;Grossister;Möbler - Produktion;Producenter;Textilier - Produktion",https://www.allabolag.se/foretag/abstracta-aktiebolag/lammhult/-/5560463852
"AB Stalands Möbler",556244-8356,258387,104,"141 75 Kungens Kurva","Lager;Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ab-stalands-m%C3%B6bler/kungens-kurva/-/5562448356
"24 se Sverige AB",556444-4593,213859,28,"392 39 Kalmar","Postorder/e-handel;Kläder, skor;Möbler, inredning, kök- och belysningsutrustning;Skor - detaljister;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/24-se-sverige-ab/kalmar/-/5564444593
"Willab Garden AB",556517-0981,576123,148,"269 41 Östra Karup","Byggmästare;Dörrar, portar;Järnvaror;Postorder/e-handel;Metaller, legeringar;Trävaror;Metaller, legeringar - Produktion;Möbler, inredning, kök- och belysningsutrustning;Producenter;Trävaror - produktion;Butikshandel;Detaljhandel;Detaljhandel - annat;Virke och byggvaror",https://www.allabolag.se/foretag/willab-garden-ab/%C3%B6stra-karup/-/5565170981
"Vedum Kök och Bad Aktiebolag",556209-0521,691511,350,"534 60 Vedum","Belysningsarmatur - Komponenter;Köksinredningar;Möbler;Grossister;Möbler - Produktion;Producenter",https://www.allabolag.se/foretag/vedum-k%C3%B6k-och-bad-aktiebolag/vedum/-/5562090521
"Tretti AB",556665-7606,887709,30,"120 30 Stockholm","Postorder/e-handel;Hushållsmaskiner och apparater, radio, tv, cd och musikinstrument;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/tretti-ab/stockholm/-/5566657606
"Signify Sweden AB",556596-3773,686497,78,"164 40 Kista","Belysningsarmatur - Komponenter;Byggmästare;Elinstallationer;Elmateriel;Grossister",https://www.allabolag.se/foretag/signify-sweden-ab/kista/-/5565963773
"Senab AB",556299-1447,544949,133,"111 39 Stockholm","Kontorsinredningar;Lager;Grossister",https://www.allabolag.se/foretag/senab-ab/stockholm/-/5562991447
"SGD Sveriges Golvdistributörer AB",556445-3529,764152,129,"213 74 Malmö","Byggmästare;Golvbeläggningar;Mattor;Trävaror;Grossister;Trä och byggvaror - grossist;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/sgd-sveriges-golvdistribut%C3%B6rer-ab/malm%C3%B6/-/5564453529
"Rugvista AB",556458-9207,700196,91,"211 24 Malmö","Postorder/e-handel;Mattor;Läder, skor, inredning, reseeffekter och textilier;Detaljhandel",https://www.allabolag.se/foretag/rugvista-ab/malm%C3%B6/-/5564589207
