orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
556934-7171,Odens Smycke AB,Odens Smycke AB,Smycken,"Klockor, ur","Klockor, ur; Guld, silver, ädelstenar; Grossister",Stockholm,Stockholm,Stockholm,,,7204000,2025-06,sweet_spot,true,2,,,,,,https://www.allabolag.se/foretag/odens-smycke-ab/stockholm/-/2K3UFS3I5YEZ0,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:14 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Odens%20Smycke%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556656-5155,Madame Chic Kosmetika AB,Madame Chic Kosmetika AB,Kosmetika,"Kemikalier, industrikemikalier - tillverkning","Kemikalier, industrikemikalier - tillverkning; Kemikalier, industrikemikalier; Producenter",Västra Götaland,Vara,Vara,534 50,Gradgatan 2,7147000,2025-04,sweet_spot,true,5,,051292021,,,,https://www.allabolag.se/foretag/madame-chic-kosmetika-ab/vara/-/2K26T5VI63IHZ,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:18 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Madame%20Chic%20Kosmetika%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556857-2175,Värmepumpar i Norr AB,Värmepumpar i Norr AB,Skor,Skor,Byggmästare; Skor; Läder och lädervaror; Reparatörer,Norrbotten,Luleå,Luleå,975 94,Förmansvägen 10 Lgh 1001,7126000,2024-12,sweet_spot,true,2,,+46 70 663 82 25,,,http://xn--vrmepumpar-i-norr-qqb.se/,https://www.allabolag.se/foretag/varmepumpar-i-norr-ab/lulea/-/2K3DTSFI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/v%C3%A4rmepumpar+i+norr+ab/gammelstad/cmrbhjlo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,xn--vrmepumpar-i-norr-qqb.se,info@vpin.se,https://xn--vrmepumpar-i-norr-qqb.se,static,no,,,,,,,,,,,,,,,no,,5,has_identity,
556524-7037,Designed by Kberg Consultning,Ekonomiq i Norrort AB,Mode,"Redovisning, bokföring","Redovisning, bokföring; Skatterådgivning; Företagsutveckling",Stockholm,Täby,Täby,187 15,Polygonvägen 69,7113000,2025-12,sweet_spot,true,5,,+46 8 755 13 10,Info@ekonomiq.se,https://ekonomiq.se/,https://ekonomiq.se/,https://www.allabolag.se/foretag/ekonomiq-i-norrort-ab/taby/-/2K1EK3HI5YGRY,already_present,,,ekonomiq.se,info@ekonomiq.se; tove@ekonomiq.se; kamilla@ekonomiq.se,https://ekonomiq.se/om-oss,browser,no,,,,,,,,,,,,,,,no,,5,has_identity,
559224-7919,Helenes Mode & Interiör AB,Helenes Mode & Interiör AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Jönköping,Jönköping,Jönköping,553 21,Smedjegatan 3,7080000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/helenes-mode-och-interior-ab/jonkoping/-/2KHHA3ZI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:26 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Helenes%20Mode%20%26%20Interi%C3%B6r%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556217-9886,Solhem Inredning AB,Solhem Inredning AB,Heminredning,Detaljhandel - annat,Detaljhandel - annat; Detaljhandel,Stockholm,Stockholm,,,,6968000,2024-12,sweet_spot,true,1,,,,,,https://www.allabolag.se/foretag/solhem-inredning-ab/stockholm/-/2JZKTGUI63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Solhem%20Inredning%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556657-2201,Treadworld AB,Treadworld AB,Skor,Skor,"Skor; Skor och tillbehör - produktion; Producenter; Sport; Sport - grossist; Grossister; Ljudanläggningar, ljusanläggningar, bildanläggningar; Sportanläggningar",Örebro,Lekeberg,Fjugesta,716 93,Hallsberg Norrgården 1 c,6932000,2026-03,sweet_spot,true,4,,+46 70 272 30 01,,,http://www.treadworld.se,https://www.allabolag.se/foretag/treadworld-ab/lekeberg/-/2K26YLLI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/treadworld-ab/kumla/mqseiact | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,treadworld.se,info@treadworld.se; ekonomi@treadworld.se,https://treadworld.se/customer-service,browser,no,cart; sampled_3,,main@https://treadworld.se/:hasCart(uiPhrase) | main@https://treadworld.se/:samplingRan(sampled=3) | sampleURL@https://treadworld.se/hast/:status=200 | sampleURL@https://treadworld.se/ryttare/:status=200 | sampleURL@https://treadworld.se/hast-o-ladervard/:status=200 | contact_like@https://treadworld.se/om-oss.html:hasCart(uiPhrase) | contact_like@https://treadworld.se/kontakt:hasCart(uiPhrase) | contact_like@https://treadworld.se/kontakta-oss:hasCart(uiPhrase) | contact_like@https://treadworld.se/contact:hasCart(uiPhrase) | contact_like@https://treadworld.se/contact-us:hasCart(uiPhrase) | contact_like@https://treadworld.se/om-oss:hasCart(uiPhrase) | contact_like@https://treadworld.se/about:hasCart(uiPhrase) | contact_like@https://treadworld.se/kundtjanst:hasCart(uiPhrase) | internal@https://treadworld.se/kundtj%C3%A4nst:hasCart(uiPhrase) | contact_like@https://treadworld.se/customer-service:hasCart(uiPhrase),,,,,,,,,,,,no,,0,not_webshop,
556893-6628,Happies Leksaker AB,Happies Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Stockholm,Stockholm,Stockholm,120 61,Hammarby Allé 88,6878000,2025-03,sweet_spot,true,5,,+46 8 522 448 00; +46 8 715 25 01,,,https://happiesleksaker.se,https://www.allabolag.se/foretag/happies-leksaker-ab/stockholm/-/2K3LN04I5YHPS,mojeek,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_picked:happiesleksaker.se(score=22),happiesleksaker.se,info@happiesleksaker.se; eva-lena.kohn@happiesleksaker.se,https://happiesleksaker.se,browser,no,cart; product_cards; sampled_3; sample_addtocart_2,,main@https://happiesleksaker.se/:hasCart(urlPath:/cart) | main@https://happiesleksaker.se/:productCards(20) | main@https://happiesleksaker.se/:samplingRan(sampled=3) | sampleURL@https://happiesleksaker.se/leksaker:status=200:ATC | sampleURL@https://happiesleksaker.se/butiker:status=200:ATC | sampleURL@https://happiesleksaker.se/search:status=200,,,,,,,,,,,,no,,0,not_webshop,
556024-5127,HESTRA 1919 HEAB AB,HESTRA 1919 HEAB AB,Skor,Skor,Konfektion; Kläder - produktion; Producenter; Skor; Skor och tillbehör - produktion,Jönköping,Gislaved,Hestra,335 71,Terassvägen 2,6586000,2025-06,sweet_spot,true,1,,,,,,https://www.allabolag.se/foretag/hestra-1919-heab-ab/gislaved/-/2JYFCLJI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=HESTRA%201919%20HEAB%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559052-8310,E-Profil Svenska AB,e-Profil Svenska AB,E-handel,E-handel,E-handel; Konfektion; Kläder; Grossister; Reklambyråer,Stockholm,Täby,Täby,183 68,Södra Catalinagränd 3 B,6568000,2025-03,sweet_spot,true,2,,,,http://eprofil.se/,http://eprofil.se/,https://www.allabolag.se/foretag/e-profil-svenska-ab/taby/-/2KGGF92I5YDVM,already_present,,,eprofil.se,,https://eprofil.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,HTTP 500 | method:browser
556284-8308,Smyckeboden i Uppsala Aktiebolag,Smyckeboden i Uppsala Aktiebolag,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Uppsala,Uppsala,Uppsala,753 32,S:T Olofsgatan 30,6566000,2025-08,sweet_spot,true,4,,+46 18 13 02 76,,,http://www.smyckeboden.se,https://www.allabolag.se/foretag/smyckeboden-i-uppsala-aktiebolag/uppsala/-/2JZZ584I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/smyckeboden-i-uppsala-ab/uppsala/ngrtfkmg | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,smyckeboden.se,info@smyckeboden.se,https://smyckeboden.se,browser,no,product_cards,,main@https://smyckeboden.se/:productCards(5) | main@https://smyckeboden.se/:samplingRan(sampled=0) | internal@https://smyckeboden.se/om-smyckeboden/oppetider-hitta-hit/:productCards(5) | internal@https://smyckeboden.se/guldsmed-uppsala/:productCards(5),,,,,,,,,,,,no,,0,not_webshop,
556205-9955,Smycka Butiksbolaget i Mölndal AB,Smycka Butiksbolaget i Mölndal AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel; Detaljhandel; Postorder/e-handel",Västra Götaland,Mölndal,Mölndal,431 30,Medborgaregatan 8,6521000,2025-04,sweet_spot,true,4,,,,,http://www.smycka.se/,https://www.allabolag.se/foretag/smycka-butiksbolaget-i-molndal-ab/molndal/-/2KH3I66I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/smycka/m%C3%B6lndal/mttuyicst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,smycka.se,,https://www.smycka.se,static,yes,checkout_provider; checkout; provider:jetshop,jetshop,static@https://www.smycka.se:hasCheckout(urlPath:/betalning) | static@https://www.smycka.se:providers(jetshop) | DECISION@static@https://www.smycka.se,,,,,,,,,,,,no,,36,"is_webshop, platform:jetshop, has_orgnr",
556845-5025,Thomsen Guld och Smycken AB,Thomsen Guld och Smycken AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Kronoberg,Växjö,Växjö,352 30,Sandgärdsgatan 9,6488000,2025-06,sweet_spot,true,4,,+46 470 151 70,,,http://thomsenguld.se/,https://www.allabolag.se/foretag/thomsen-guld-och-smycken-ab/vaxjo/-/2K3BBE9I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/thomsen+guld+och+smycken+ab/v%C3%A4xj%C3%B6/mmgsziap | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,thomsenguld.se,info@thomsenguld.se,https://thomsenguld.se,browser,no,,,main@https://thomsenguld.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,0,not_webshop,
559189-9090,ZB Allt Inom Trädgårdsservice AB,ZB ALLT INOM TRÄDGÅRDSSERVICE AB,Trädgård,Parkanläggningar,Parkanläggningar,Skåne,Staffanstorp,Staffanstorp,245 46,Spannmålsgränd 18,6363000,2024-12,sweet_spot,true,10,,+46 70 942 79 01,,https://www.zbtradgard.se/index.html,https://www.zbtradgard.se/index.html,https://www.allabolag.se/foretag/zb-allt-inom-tradgardsservice-ab/staffanstorp/-/2KH9SYAI63IJW,already_present,,,zbtradgard.se,fisnikibrahimi@gmail.com,https://zbtradgard.se,browser,no,product_cards; sampled_2,,main@https://zbtradgard.se/:productCards(17) | main@https://zbtradgard.se/:samplingRan(sampled=2) | sampleURL@https://zbtradgard.se/service-single.html:status=404 | sampleURL@https://zbtradgard.se/single-project.html:status=404,,,,,,,,,,,,no,,0,not_webshop,
556695-3138,Anders Johnsson Mode AB,Anders Johnsson Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Östergötland,Linköping,Linköping,581 28,Västra Svedengatan 7 b,6315000,2024-12,sweet_spot,true,4,,+46 455 102 17; +46 431 199 09; +46 13 10 02 01,,,https://www.anotherstore.se/,https://www.allabolag.se/foretag/anders-johnsson-mode-ab/linkoping/-/2K2F4J6I63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/another+store+link%C3%B6ping/link%C3%B6ping/lpqueigb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,anotherstore.se,,https://anotherstore.se,browser,no,product_cards,,main@https://www.anotherstore.se/:productCards(6) | main@https://www.anotherstore.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,0,not_webshop,
556877-7204,BJ's Mode AB,BJ's Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor; Kosmetik, parfym och frisörartiklar",Östergötland,Linköping,Linköping,582 22,Ågatan 21 b,6190000,2025-07,sweet_spot,true,3,,013130409,,,,https://www.allabolag.se/foretag/bj-s-mode-ab/linkoping/-/2K3I7ZOI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:26 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=BJ's%20Mode%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559154-9752,Lindén & Mickelsson Mode AB,Lindén & Mickelsson Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Gävleborg,Ljusdal,Ljusdal,827 32,Norra Järnvägsgatan 39,6087000,2025-01,sweet_spot,true,3,,,,,https://www.kvarteretlarkan.se/,https://www.allabolag.se/foretag/lind-n-och-mickelsson-mode-ab/ljusdal/-/2KH2BEGI63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fifty+fifty/ljusdal/aagbxicop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kvarteretlarkan.se,,https://kvarteretlarkan.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,net::ERR_CERT_COMMON_NAME_INVALID at https://kvarteretlarkan.se | method:browser
559357-0962,CH Mode i Ljusdal AB,CH Mode i Ljusdal AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Gävleborg,Ljusdal,Ljusdal,827 31,Bjuråkersvägen 1,6058000,2025-01,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/ch-mode-i-ljusdal-ab/ljusdal/-/2KI9MZ6I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=CH%20Mode%20i%20Ljusdal%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556064-0210,Aima Mode AB,Aima Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Kalmar,Kalmar,Kalmar,392 32,Larmtorget 18,6032000,2025-04,sweet_spot,true,2,,048015087,,,,https://www.allabolag.se/foretag/aima-mode-ab/kalmar/-/2JYNTG2I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Aima%20Mode%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559179-7153,Farsta Snabbtvätt & Skrädderi AB,Farsta Snabbtvätt & Skrädderi AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer; Tvätterier,Stockholm,Stockholm,Farsta,123 47,Farstaplan 2,6023000,2025-04,sweet_spot,true,6,,+46 77 196 90 06,,,https://farstacentrum.se,https://www.allabolag.se/foretag/farsta-snabbtvatt-och-skradderi-ab/stockholm/-/2KH7MAPI5YHGY,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:16 | mojeek_picked:farstacentrum.se(score=14),farstacentrum.se,anna.gustafsson@farstacentrum.se; hanna.widell@farstacentrum.se; anna.emmoth@farstacentrum.se,https://farstacentrum.se/kontakta-oss,browser,no,,,main@https://farstacentrum.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,0,not_webshop,
556976-8079,TB Leksaker AB,TB Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Stockholm,Södertälje,Södertälje,151 71,Storgatan 4,6014000,2025-08,sweet_spot,true,4,,,,,,https://www.allabolag.se/foretag/tb-leksaker-ab/sodertalje/-/2K43GJZI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=TB%20Leksaker%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559021-5124,Modebutiken Bigaro AB,Modebutiken Bigaro AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Västerbotten,Umeå,Umeå,903 26,Kungsgatan 60,6009000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/modebutiken-bigaro-ab/umea/-/2KG9PLGI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:14 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Modebutiken%20Bigaro%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559324-9187,Jessicas Trädgård & Entreprenad AB,Jessicas Trädgård & Entreprenad AB,Trädgård,"Markentreprenörer, anläggningsentreprenörer","Markentreprenörer, anläggningsentreprenörer; Entreprenörer; Byggmästare; Parkanläggningar; Arkitekter",Västra Götaland,Kungälv,Hålta,442 95,ÖVER-RESTAD 110,6003000,2024-12,sweet_spot,true,1,,0707536658,Jessica@j-t-e.se,,,https://www.allabolag.se/foretag/jessicas-tradgard-och-entreprenad-ab/kungalv/-/2KI2QOZI5YG4F,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:24 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Jessicas%20Tr%C3%A4dg%C3%A5rd%20%26%20Entreprenad%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556197-7546,Leksakshuset Lek & Hobby i Oskarshamn Aktiebolag,Leksakshuset Lek & Hobby i Oskarshamn Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Detaljhandel - annat; Butikshandel -övrigt",Kalmar,Oskarshamn,Oskarshamn,572 42,Slottsgatan 17,6002000,2024-12,sweet_spot,true,3,,+46 36 644 79,,,https://www.lekia.se/butiker/oskarshamn-lekia-och-babya/,https://www.allabolag.se/foretag/leksakshuset-lek-och-hobby-i-oskarshamn-aktiebolag/oskarshamn/-/2JZGHCAI5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/leksakshuset+lek+och+hobby+i+oskarshamn+ab/oskarshamn/mpssvxjk | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,lekia.se,sunny@lekia.com; olivia@untitledui.com,https://www.lekia.se/om-oss,browser,yes,cart; checkout; product_cards; priced_cards,,main@https://www.lekia.se/:hasCheckout(urlPath:/kassa) | main@https://www.lekia.se/:hasCart(uiPhrase) | main@https://www.lekia.se/:pricedCards(multiPrices) | main@https://www.lekia.se/:productCards(188) | DECISION@main@https://www.lekia.se/ | contact_like@https://www.lekia.se/om-lekia:hasCheckout(urlPath:/kassa) | contact_like@https://www.lekia.se/om-lekia:hasCart(uiPhrase) | DECISION@contact_like@https://www.lekia.se/om-lekia,,,,,,,,,,,,no,,30,"is_webshop, has_email",dom_fallback:0_urls
559425-6751,BADER Mode & Livsstil AB,BADER Mode & Livsstil AB,Mode,Konfektion,"Konfektion; Detaljhandel; Postorder/e-handel; Kläder, skor",Stockholm,Stockholm,Stockholm,,,5995000,2025-01,sweet_spot,true,0,,+46 10 332 00 02,,,https://www.bader.se,https://www.allabolag.se/foretag/bader-mode-och-livsstil-ab/stockholm/-/2KIOC4VI63II4,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:32 | mojeek_picked:bader.se(score=14),bader.se,service@bader.se,https://bader.se,static,yes,cart; checkout; product_cards; priced_cards,,static@https://bader.se:hasCheckout(urlPath:/betalning) | static@https://bader.se:hasCart(urlPath:/varukorg) | static@https://bader.se:pricedCards(multiPrices) | static@https://bader.se:productCards(31) | DECISION@static@https://bader.se,80,5,59,125,0,0,0,95,266,100,0,no,,45,"is_webshop, catalog_50plus, seo_gap_low, has_email",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:0
559073-2375,Täby Smycken AB,Täby Smycken AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Stockholm,Täby,Täby,183 34,Västra Galleriagången 00 6,5889000,2024-12,sweet_spot,true,2,,,,,,https://www.allabolag.se/foretag/taby-smycken-ab/taby/-/2KGKSPJI63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=T%C3%A4by%20Smycken%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559122-8068,Barnen på Södergatan Mode AB,Barnen på Södergatan Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Blekinge,Sölvesborg,Sölvesborg,294 31,Södergatan 1 a,5856000,2024-12,sweet_spot,true,2,,,,,,https://www.allabolag.se/foretag/barnen-pa-sodergatan-mode-ab/solvesborg/-/2KGVF6SI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:14 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Barnen%20p%C3%A5%20S%C3%B6dergatan%20Mode%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556792-7297,Me mode MARINA AB,Me mode MARINA AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Halland,Varberg,Varberg,432 41,Drottninggatan 17,5835000,2024-12,sweet_spot,true,3,,+46 340 140 90,,,http://www.marinavarberg.se/,https://www.allabolag.se/foretag/me-mode-marina-ab/varberg/-/2K30075I63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/me+mode+marina+ab/varberg/cqbxijgop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,marinavarberg.se,info@marinavarberg.se,https://marinavarberg.se/kontakta-oss,browser,yes,checkout_provider; cart; product_cards; priced_cards; checkout; provider:woocommerce,woocommerce,main@https://marinavarberg.se/:hasCart(urlPath:/varukorg) | main@https://marinavarberg.se/:pricedCards(multiPrices) | main@https://marinavarberg.se/:providers(woocommerce) | main@https://marinavarberg.se/:productCards(106) | DECISION@main@https://marinavarberg.se/ | contact_like@https://marinavarberg.se/kontakta-oss/:hasCheckout(uiPhrase) | contact_like@https://marinavarberg.se/kontakta-oss/:hasCart(urlPath:/varukorg) | contact_like@https://marinavarberg.se/kontakta-oss/:pricedCards(multiPrices) | contact_like@https://marinavarberg.se/kontakta-oss/:providers(woocommerce) | contact_like@https://marinavarberg.se/kontakta-oss/:productCards(82) | DECISION@contact_like@https://marinavarberg.se/kontakta-oss/,15,,,,,,,,,,,no,,42,"is_webshop, platform:woocommerce, catalog_small, has_email",dom_fallback:15_urls
