orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556252-4578,VVS Teamet Per Adeklev Aktiebolag,VVS Teamet Per Adeklev Aktiebolag,43221,,43221,MÄRSTA,19592,ODENSALA PETERSBORG 103,"Bolaget skall bedriva VVS och interiörarbeten, grävuppdrag, äga och tävla med hästar och därmed förenlig verksamhet.",1984-12-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556403-5045,Degersjö Entreprenad AB,Degersjö Entreprenad AB,43222,,43222; 95311,UMEÅ,90422,LÄRLINGSGATAN 37,"Bolaget skall bedriva maskinentreprenadverksamhet med grävmaskin och hjullastartjänster, och transportverksamhet samt idka därmed förenlig verksamhet.",1990-08-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556407-6742,Pilbågen Redovisning AB,Pilbågen Redovisning AB,69201,,69201,DONSÖ,43082,RINGKULLEVÄGEN 1  LGH 1001,Bolaget skall bedriva bokföringsbyrå och idka därmed förenliga verksamheter.,1990-11-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556410-4411,QVS Management AB,QVS Management AB,69102,,69102; 69201; 70200,SOLNA,16957,RÅSUNDAVÄGEN 100,"Bolaget skall bedriva konsultverksamhet inom företagsorganisation, management, administration, redovisningstjänster samt ekonomisk, juridisk och skatterådgivning, vara behjälplig vid start och avveckling av företag, företräda rättsligt parts intressen mot en annan part och bedriva personalutveckling samt utföra ekonomiska undersökningar och utredningar och därmed förenlig verksamhet samt äga och förvalta fast och lös egendom.",1990-11-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556268-6732,Agrippa Byggnads Aktiebolag,Agrippa Byggnads Aktiebolag,41000,,41000,STRÄNGNÄS,64592,BJÖRSUNDS GÅRD,"Bolaget skall bedriva ny- och ombyggnad av och reparationer på fastigheter, utföra konsultuppdrag inom byggnadssektorn, bedriva handel och förvaltning av värdepapper samt rätt att förvärva och förvalta fast och lös egendom samt förmedling av fastigheter utomlands ävensom idka därmed förenlig verksamhet.",1985-11-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556417-6120,Ekonomigruppen på Södermalm Aktiebolag,Ekonomigruppen på Södermalm Aktiebolag,69202,,69202,STOCKHOLM,11857,ASSESSORSGATAN 14  4 TR,Bolaget skall gentemot svenskt och utländskt näringsliv samordna och lämna olika slag av konsulttjänster inom ekonomiområdet och revision ävensom idka därmed förenlig verksamhet.,1991-01-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556418-2417,Blomskogs Grävtjänst Aktiebolag,Blomskogs Grävtjänst Aktiebolag,42110,,42110,ÅRJÄNG,67292,ED 13,"Bolaget skall bedriva entreprenadverksamhet inom väg och anläggning, försäljning av VVS- och anläggningsmaterial samt därmed förenlig verksamhet.",1991-02-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556422-0050,"Framför, Framtid och Förändring Aktiebolag","Framför, Framtid och Förändring Aktiebolag",70200,,70200; 73111; 80090,SALTSJÖ-BOO,13239,KVARNBERGSVÄGEN 2,"Bolaget skall bedriva omvärldsbevakning och omvärldsanalys bl a genom bevakning av svenska men främst internationella trender i massmedia och olika projekt. Vidare skall bolaget: - med ovanstående som grund utveckla nya affärsidéer. - skapa olika samhälls- och företagsmodeller för framtiden. - bedriva seminarie- och konferensverksamhet. - utveckla nya projekt i glesbygd främst Stockholms skärgård, där bolaget är beläget. - köpa och förvalta värdepapper samt därmed förenlig verksamhet.",1991-03-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556440-5958,Integri Aktiebolag,Integri Aktiebolag,70200,,70200; 64994,STOCKHOLM,11334,NORRBACKAGATAN 60,"Bolaget skall bedriva konsultativ verksamhet och rådgivning med inriktning på finansiell verksamhet, dock ej sådan verksamhet som avses i lag om bankrörelse eller i lag om kreditaktiebolag, ävensom handel med värdepapper samt idka därmed förenlig verksamhet. Bolaget ska dessutom förvalta lös egendom.",1992-03-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556451-5541,Wiigs Byggnads AB,Wiigs Byggnads AB,71121,,71121,KOLBÄCK,73451,BIRGER JARLS VÄG 14,Bolaget skall bedriva konsult- och entreprenadverksamhet inom bygg- och fastighetsbranschen samt därmed förenlig verksamhet.,1992-09-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556458-7615,Active Step Aktiebolag,Active Step Aktiebolag,70200,,70200,STOCKHOLM,11264,EREMITVÄGEN 8,"Föremålet för bolagets verksamhet är att utveckla och marknads- föra tjänster och produkter, exempelvis stegräknare, som främjar en fysisk hälsosam livsstil samt bedriva konsultverksamhet inom nämnda område.",1992-12-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556412-6232,Elektrikerna Kallebäck Nilsson Aktiebolag,Elektrikerna Kallebäck Nilsson Aktiebolag,43210,,43210,VARBERG,43235,KÄRRVÄGEN 15,Bolaget skall bedriva elektrisk installation samt därmed förenlig verksamhet.,1990-11-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556459-4314,Aktiebolag Geo-Byggen,Aktiebolag Geo-Byggen,41000,,41000,BORÅS,50647,SJÖLIDEN 3,Bolaget skall bedriva byggnadsverksamhet ävensom idka därmed förenlig verksamhet.,1993-01-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556427-2952,Lars Olsson Redovisning Aktiebolag,Lars Olsson Redovisning Aktiebolag,69201,,69201,VÅMHUS,79296,SÖTGRAVSVÄGEN 9,Bolaget skall utföra redovisning och bokslut åt andra företag samt idka därmed förenlig verksamhet.,1991-06-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556433-3440,Vega Mats Andersson Arkitektkontor AB,Vega Mats Andersson Arkitektkontor AB,71110,,71110,BEDDINGESTRAND,23175,GULMÅREVÄGEN 22,"Bolagets verksamhet skall utgöras av konsultverksamhet inom arkitekt-, byggnads-, och databranchen handel med värdepapper, att äga och förvalta fastigheter samt därmed förenlig verksamhet.",1991-09-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556415-5397,Gunnar Olsson Hästtransporter i Sollefteå Aktiebolag,Gunnar Olsson Hästtransporter i Sollefteå Aktiebolag,49410,,49410,SOLLEFTEÅ,88193,Mobäcka gård,"Bolaget skall bedriva häst- och kreaturstransporter, handel med värdepapper samt därmed förenlig verksamhet.",1991-01-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556434-5204,Pollysix Konsult AB,Pollysix Konsult AB,70200,,70200; 96230,SUNDBYBERG,17446,URSVIKSVÄGEN 127 B,"Bolaget ska ha till föremål att direkt eller indirekt bedriva konsult och bemanningsverksamhet inom hälsovård, arbetsmiljö samt facility management samt idka därmed förenlig verksamhet.",1991-11-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556419-5872,Segergrens Åkeri i Kristdala Aktiebolag,Segergrens Åkeri i Kristdala Aktiebolag,49410,,49410,KRISTDALA,57297,ISHULT MELLANGÅRDEN,Bolaget skall bedriva åkerirörelse och handel med byggnadsvaror samt därmed förenlig verksamhet.,1991-02-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556437-6944,Ljusmiljö i Umeå Aktiebolag,Ljusmiljö i Umeå Aktiebolag,43210,,43210; 47552,UMEÅ,90329,VASAGATAN 14,"Aktiebolaget ska bedriva konsultverksamhet inom el, belysning och vitvarubranschen samt äga och förvalta värdepapper samt därmed förenlig verksamhet.",1991-11-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556439-5829,Borås Byggsamordning AB,Borås Byggsamordning AB,43999,,43999,BORÅS,50460,GÖTEBORGSVÄGEN 104,"Bolaget skall bedriva byggnadsrörelse, besiktning och byggkonsult samt fastighetsförvaltning ävensom idka därmed förenlig verksamhet.",1991-12-17,active,,,http://www.byggtjanstboras.se/kontakt/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bor%C3%A5s+byggsamordning+ab/bor%C3%A5s/fknqxaps | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556439-6520,Huskomponenter i Småland Aktiebolag,Huskomponenter i Småland Aktiebolag,71121,,71121,VETLANDA,57431,NYGATAN 42,Bolaget ska bedriva konsultverksamhet inom byggnadssektorn samt bedriva försäljning av prefabricerade småhus och byggvaror. Bolaget ska även bedriva uthyrning av fast egendom samt annan därmed förenlig verksamhet.,1991-12-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556292-4554,Acctax Management AB,Acctax Management AB,69201,,69201,NACKA,13151,VIKDALSGRÄND 10 A,"Bolaget skall bedriva konsultationer inom ekonomi, aktiebolagsrätt och management consulting med förenlig verksamhet.",1987-03-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556435-7720,Bergkvist & Co Aktiebolag,Bergkvist & Co Aktiebolag,70200,,70200,MALMÖ,21621,SJÄLVBINDAREGATAN 12,"Bolaget skall driva konsultverksamhet för ekonomisk rådgivning samt förvärva, förvalta och avyttra aktier, valutor, andelar och andra finansiella instrument samt fast eller lös egendom och idka därmed förenlig verksamhet",1991-11-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556445-3016,"INSTALLATIONSRÅD, INRÅD Aktiebolag","INSTALLATIONSRÅD, INRÅD Aktiebolag",71121,,71121,UTÖ,13056,SANDUDDEN,"Bolaget skall direkt eller genom delägarskap i andra företag utföra ledning, projektering, underhåll och ombyggnad av byggnadsinstallationer, bedriva marin charter-, bärgnings, bogser- och taxiverksamhet, varvsverksamhet ävensom agentur och handel med marina produkter, äga och förvalta fast och lös egendom, bedriva handel med och uthyrning av motorfordon och arbetsmaskiner samt idka därmed förenlig verksamhet.",1992-03-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556302-8652,Håkan Jönsson Konsult Aktiebolag,Håkan Jönsson Konsult Aktiebolag,70200,,70200; 68320; 64994,ORRVIKEN,83294,KAUKVÄGEN 2,"Bolaget skall bedriva utbildning, konsultation samt värdepappershantering ävensom idka därmed förenlig verksamhet.",1987-08-10,active,,,https://hakanjonsson.com/,,hitta_orgnr,high,Hakan.jonsson@telia.com,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/h%C3%A5kan+j%C3%B6nsson+konsult+ab/orrviken/akoptvbh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment
556444-4031,Siljan Schakt Entreprenad Aktiebolag,Siljan Schakt Entreprenad Aktiebolag,43120,,43120; 02200,BORLÄNGE,78173,TUNAVÄGEN 281,Bolaget skall bedriva entreprenadverksamhet inom bygg- och markanläggningar samt handel med och förvaltning av värdepapper och fastigheter ävensom idka därmed förenlig verksamhet.,1992-03-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556449-0182,Magnus Johanson Processteknik Aktiebolag,Magnus Johanson Processteknik Aktiebolag,71124,,71124,KARLHOLMSBRUK,81940,NÖTTÖVÄGEN 2,"Bolaget skall driva konsulterande verksamhet för processteknik, el, energi, datautveckling och tillverkning av produkter inom energiframställning samt bedriva uthyrning av maskiner inom byggnadsindustrin ävensom idka annan därmed förenlig verksamhet.",1992-06-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556448-6479,HOLISTIC ENGINEERING LAGERSTRÖM Aktiebolag,HOLISTIC ENGINEERING LAGERSTRÖM Aktiebolag,71122,,71122,HERRLJUNGA,52492,STENUNGA ÄNGSLYCKAN,"Bolaget skall verka som konsult i företag och organisationer i ledarfrågor och tekniska frågor, teknisk forskning och utveckling, tillverkning av prototyper och nollserier, ävensom att äga och förvalta fast och lös egendom samt att idka därmed samman- hängande verksamhet.",1992-06-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556449-1297,Ingrid Larsson Redovisning Aktiebolag,Ingrid Larsson Redovisning Aktiebolag,69201,,69201,STOCKHOLM,10064,BOX 38087,Bolaget skall bedriva bokförings- och redovisningstjänster ävensom idka därmed förenlig verksamhet.,1992-06-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556405-3493,Schéele Institute Aktiebolag,Schéele Institute Aktiebolag,70200,,70200,DROTTNINGHOLM,17893,KANTONGATAN 2,"Bolaget skall bedriva konsultverksamhet inom marknadsinformation, dels arbeta med kvantitativ och kvalitativ projektutvärdering och därmed förenlig verksamhet.",1990-10-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556409-6518,Anders Edh VVS och Kyla Aktiebolag,Anders Edh VVS och Kyla Aktiebolag,43221,,43221; 43223,HUDIKSVALL,82435,LARS HAMRÉNS VÄG 4,"Bolaget skall bedriva försäljning och reparation av VVS och kyla, samt idka därmed förenlig verksamhet.",1990-10-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556398-2551,BENGT JONSSONS BRUNNSBORRNING PÅ TJÖRN Aktiebolag,BENGT JONSSONS BRUNNSBORRNING PÅ TJÖRN Aktiebolag,42210,,42210,HJÄLTEBY,47172,SVANVIK 246,"Bolaget skall idka brunnsborrning, utföra el- och vvs installationer, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",1990-06-15,active,,,http://www.bjbb.se,,hitta_orgnr,high,magnus@bjbb.se,+46304660777,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bengt+jonssons+brunnsborrning+ab/hj%C3%A4lteby/mpvicoqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment
556420-7024,Liedholms Grus & Åkeri Aktiebolag,Liedholms Grus & Åkeri Aktiebolag,49410,,49410,HÖRBY,24232,SVANVÄGEN 4,Bolaget skall driva Grustag och åkeriverksamhet. Bolaget skall också bedriva värdepappershandel och därmed förenlig verksamhet.,1991-02-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556371-7437,SYDNÄRKES GRÄVSERVICE Aktiebolag,SYDNÄRKES GRÄVSERVICE Aktiebolag,43120,,43120,ASKERSUND,69634,TRANBÄRSVÄGEN 16,"Bolaget skall bedriva entreprenadverksamhet inom schakt, grävning och byggnation samt därmed förenlig verksamhet.",1989-09-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556405-0432,Skeppströms Byggnads Aktiebolag,Skeppströms Byggnads Aktiebolag,41000,,41000,SKARPNÄCK,12830,FLYGFÄLTSGATAN 8 D,Aktiebolaget skall bedriva byggnadsrörelse samt idka därmed förenlig verksamhet.,1990-09-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556426-4561,Redekon Uppsala AB,Redekon Uppsala AB,69201,,69201; 79900,NORRTÄLJE,76133,SJÖFARTSGATAN 1,Aktiebolaget ska bedriva konsultverksamhet inom administration och turism.,1991-06-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556428-3488,Rekonstruktör- & Konkursförvaltarkollegiet (REKON) i Sverige AB,Rekonstruktör- & Konkursförvaltarkollegiet (REKON) i Sverige AB,70200,,70200; 74990,LINKÖPING,58105,BOX 465,Bolaget skall tillhandahålla konkursförvaltare fortbildning och service i konkursrättsliga frågor samt idka därmed förenlig verksamhet.,1991-07-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556430-7204,Knut Pers Support Aktiebolag,Knut Pers Support Aktiebolag,70200,,70200,SKURUP,27421,BOX 31,"Bolaget skall bedriva verksamhet inom konsult- och bemanningsbranschen, äga och förvalta fastigheter, förvalta lös egendom företrädesvis värdepapper samt därmed förenlig verksamhet.",1991-09-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556438-9434,"Aktiebolaget Byggtest, Pär Lundberg","Aktiebolaget Byggtest, Pär Lundberg",71121,,71121,RIMBO,76292,ULVRISVÄGEN 53,"Bolaget skall bedriva verksamhet avseende kvalitetskontroller av byggteknisk karaktär, byggledning, utredning byggskador och upphandling samt därmed förenlig verksamhet.",1991-12-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556392-7762,MGT Hotels AB,MGT Hotels AB,70100,,70100,SÖDERBÄRKE,77760,ÅKERSKOGSVÄGEN 8,"Bolaget skall bedriva konsultverksamhet, utveckla affärsidéer, samt direkt eller indirekt genom andelsinnehav i rörelsedrivande företag bedriva verksamhet inom hotell-, restaurang-, catering- och livsmedelsverksamheter och därmed förenlig verksamhet.",1990-04-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556248-2132,Untitled Ventures AB,Untitled Ventures AB,70200,,70200,STOCKHOLM,11453,GREVGATAN 15,"Föremålet för bolagets verksamhet är att direkt eller indirekt äga och förvalta aktier, värdepapper och fastigheter samt annan fast och lös egendom och därmed förenlig verksamhet.",1984-08-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556403-6290,P Hammarstedt's distribution Aktiebolag,P Hammarstedt's distribution Aktiebolag,49310,,49310; 49410,BAGARMOSSEN,12843,LAGAVÄGEN 22,Bolaget skall bedriva transportverksamhet samt idka därmed förenlig verksamhet.,1990-08-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556406-6107,El-Tjänst i Kisa Aktiebolag,El-Tjänst i Kisa Aktiebolag,43210,,43210,KISA,59038,KALMARVÄGEN 6,"Bolaget skall bedriva elinstallationsrörelse, handel med eltekniska- och vitvaror jämte TV och radioartiklar samt bedriva därmed förenlig verksamhet.",1990-09-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556408-5842,Nilssons Ekonomi & Redovisning AB,Nilssons Ekonomi & Redovisning AB,69201,,69201; 69202,FALKÖPING,52135,SANKT OLOFSGATAN 42,Bolaget skall driva redovisningsbyrå samt konsultverksamhet åt företag och privatpersoner samt att äga och förvalta värdepapper jämte därmed förenlig verksamhet.,1990-10-24,active,,,http://www.nilssonredo.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nilssons+ekonomi+och+redovisning+ab/falk%C3%B6ping/jlcmoxfa | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556405-2750,C.G. Schakt & Entreprenad Aktiebolag,C.G. Schakt & Entreprenad Aktiebolag,43120,,43120,BANDHAGEN,12451,SKEBOKVARNSVÄGEN 162,Bolaget skall bedriva verksamhet i form av schaktningsarbeten m m samt idka därmed förenlig verksamhet.,1990-09-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556414-9887,"M.O.R, Marknads och Reklambyrån Aktiebolag","M.O.R, Marknads och Reklambyrån Aktiebolag",70200,,70200; 64994; 90200,LUND,22362,HELGONAVÄGEN 9,"Föremålet för bolagets verksamhet är att bedriva konsult- verksamhet inom företagsorganisation och företagsutveckling, utföra styrelseuppdrag, konsultation inom försäljning, sälja reklam- och marknadsföringstjänster, utföra sånguppdrag och byggverksamhet samt därmed förenlig verksamhet.",1990-12-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
