domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Viskadalens Åkeri Aktiebolag,556154-6044,,,,,,,,
,Advokatfirman Classiv Aktiebolag,556201-4893,,,,,,,,
,Akab Elkonsult Aktiebolag,556221-1523,,,,,,,,
,Mård Ingenjörsfirma Aktiebolag,556199-9433,,,,,,,,
,Gustavsviks Entreprenader Aktiebolag,556222-6802,,,,,,,,
,SetEl.se i Simrishamn Aktiebolag,556211-9544,,,,,,,,
,"Alfred Nilsson, Sjöbo, Aktiebolag",556056-8064,,,,,,,,
,Peterson & Hansson Byggnads AB,556089-1839,,,,,,,,
,Färg & Co Måleri i Arvika AB,556074-5571,,,,,,,,
,HE Maskinservice AB,556072-4535,,,,,,,,
,Nitro Consult Aktiebolag,556131-5770,,,,,,,,
,Advisor Wiberg Aktiebolag,556080-5375,,,,,,,,
,Entreprenad A.F. Aktiebolag,556155-8692,,,,,,,,
,WEST 2000 Aktiebolag,556129-0965,,,,,,,,
,Älta Rör Aktiebolag,556168-4241,,,,,,,,
,Areva AB,556201-9231,,,,,,,,
,Tyresö Låsservice Aktiebolag,556175-1131,,,,,,,,
,El-Montage Börje Nordström Aktiebolag,556139-7901,,,,,,,,
,Ctel AB,556176-4373,,,,,,,,
,Bertil Borgstrands Åkeri Aktiebolag,556189-7876,,,,,,,,
,Wandery's Elektriska AB,556142-0141,,,,,,,,
,Schakt & Transport i Dalarna AB,556194-1534,,,,,,,,
,Kran Ove AB,556185-5957,,,,,,,,
,Båstad Rörledningsfirma AB,556138-0584,,,,,,,,
,Kärna Åkeri Aktiebolag,556198-3486,,,,,,,,
,Parfymeri Rouge i Södertälje Aktiebolag,556038-9933,,,,,,,,
,R.A. Bergström Revisionsbyrå Aktiebolag,556044-2831,,,,,,,,
,Ahnell & Partner Revisionsbyrå AB,556077-2245,,,,,,,,
,Knut Pers Aktiebolag,556061-7929,,,,,,,,
,Aktiebolaget Nacka Rör,556053-0338,,,,,,,,
,Europeiska Kulturresor Aktiebolag,556105-0971,,,,,,,,
,Knutsson Holdings AB,556093-5453,,,,,,,,
,Hudik Revision AB,556061-7242,,,,,,,,
,L.E. Golv Aktiebolag,556103-7689,,,,,,,,
,Isakssons Byggplåt AB,556122-0335,,,,,,,,
,"VVS-System Bröd, Hofstrand Aktiebolag",556127-5305,,,,,,,,
,Schakt Aktiebolaget Torkel Jansson & Söner,556143-9885,,,,,,,,
,Karla Låsservice Aktiebolag,556148-6357,,,,,,,,
,Hasslerör Plåtslageri Aktiebolag,556097-3744,,,,,,,,
,Örebro Elektrikern Aktiebolag,556166-8848,,,,,,,,
,Valdemarsviks El AB,556181-5001,,,,,,,,
,Kraft Ventilation och Byggplåt i Karlstad Aktiebolag,556172-4260,,,,,,,,
,Byggtjänst Ola Skoglund Aktiebolag,556119-5024,,,,,,,,
,Annebergs Elektriska Aktiebolag,556155-8890,,,,,,,,
,LLD Nybohov Invest Aktiebolag,556195-1277,,,,,,,,
,Stranderson Aktiebolag,556196-3769,,,,,,,,
,"Fogfria Ytor, Industri- och Försäljningsaktiebolag",556204-3165,,,,,,,,
,Malmö Plåt- och Byggservice Aktiebolag,556204-8990,,,,,,,,
,Danfo Holding Aktiebolag,556206-4559,,,,,,,,
,Kohler Group AB,556192-5636,,,,,,,,
,Gunnar Arnessons Åkeri Aktiebolag,556136-4216,,,,,,,,
,Kjell Börjessons Måleri Aktiebolag,556136-5577,,,,,,,,
,Jan-Erik Jakobssons Åkeri Aktiebolag,556154-7794,,,,,,,,
,Kylander Maskiner Aktiebolag,556205-1945,,,,,,,,
,Allan Nybergs Byggservice Aktiebolag,556189-1549,,,,,,,,
,Hojmar Consulting AB,556016-6679,,,,,,,,
,Advokatfirman Kron AB,556033-7148,,,,,,,,
,Forslunds Bulktransport Aktiebolag,556100-1024,,,,,,,,
,Thulins Elektriska Aktiebolag,556100-3038,,,,,,,,
,BDO Stockholm AB,556058-1109,,,,,,,,
,Valhall Konsult i Stockholm AB,556120-1111,,,,,,,,
,Hansson & Söner Schakt Aktiebolag,556120-5369,,,,,,,,
,Nihafi AB,556155-4345,,,,,,,,
,Byggnadsfirma Häggström & Co Aktiebolag,556160-2375,,,,,,,,
,Interpretation Aktiebolag,556106-2158,,,,,,,,
,Rolf Lindströms Rörtjänst Aktiebolag,556179-6524,,,,,,,,
,Stig Kangas Revisionsbyrå Aktiebolag,556141-1488,,,,,,,,
,Industriell Distribution i Sverige Aktiebolag,556164-2785,,,,,,,,
,Bara Tord Bygg i Rusksele AB,556167-5587,,,,,,,,
,Fjällsjö Åkeri Aktiebolag,556119-6626,,,,,,,,
,Gnesta Frakt Aktiebolag,556156-2561,,,,,,,,
,Konrad Myhrs Åkeri Aktiebolag,556193-8985,,,,,,,,
,REM Elektriska AB,556157-5308,,,,,,,,
,C.T.I. The -Consultants for Trade and Industry Aktiebolag,556163-2257,,,,,,,,
,CBox Aktiebolag,556129-2060,,,,,,,,
,Fager & Co Aktiebolag,556202-3928,,,,,,,,
,Nybro VVS-Tjänst Aktiebolag,556190-2627,,,,,,,,
,Revsunds Transport Aktiebolag,556180-5580,,,,,,,,
,Gra-Be Miljö Aktiebolag,556206-0078,,,,,,,,
,MT:s Bygg & Snickeri Aktiebolag,556163-9237,,,,,,,,
,Skånska Bygglaget i Malmö Aktiebolag,556201-5601,,,,,,,,
,Processrör i Gislaved Aktiebolag,556194-7671,,,,,,,,
,Golvläggaren i Valbo Aktiebolag,556138-1558,,,,,,,,
,Redroomstudios AB,556209-3350,,,,,,,,
,Två Elektrikers Installations Aktiebolag,556158-9788,,,,,,,,
,PALAB Pro Analysi Laboratoriet Aktiebolag,556203-4867,,,,,,,,
,Ståhl & Ståhl Aktiebolag,556203-4362,,,,,,,,
,Ulf Sellén Aktiebolag,556209-5371,,,,,,,,
,B. Bengtsson Plåt Service Aktiebolag,556191-5975,,,,,,,,
,Inventure Aktiebolag,556160-5964,,,,,,,,
,Aktiebolaget Södertörns Åkare,556194-6863,,,,,,,,
,Flodins Filters Förvaltnings Aktiebolag,556057-3536,,,,,,,,
,Rikspersienn i Eskilstuna Aktiebolag,556057-3833,,,,,,,,
,Karlströms Golvaktiebolag,556095-8075,,,,,,,,
,Finspångs Byggnadsreparationer Aktiebolag,556105-8255,,,,,,,,
,Structor FS Exett AB,556117-3385,,,,,,,,
,Orust Elektriska Aktiebolag,556104-8819,,,,,,,,
,Timmersdala Plåtslageri Aktiebolag,556132-9565,,,,,,,,
,Djupedals Rör AB,556127-7731,,,,,,,,
,SHN Cargo AB,556145-6236,,,,,,,,
,Huldasgårdens Förvaltnings Aktiebolag,556139-5400,,,,,,,,
,AMB Holding AB,556106-3339,,,,,,,,
,Åkeri Aktiebolaget Bertil Sjögren,556141-3385,,,,,,,,
,Lars-Olof Petterssons Åkeri i Oskarshamn Aktiebolag,556151-9306,,,,,,,,
,Byggnads Aktiebolaget Bror Hermansson,556170-9816,,,,,,,,
,Lennes Buss Aktiebolag,556153-9965,,,,,,,,
,Ingenjörsgruppen Ståhlkloo Aktiebolag,556160-2722,,,,,,,,
,Forshaga Åkeriservice Aktiebolag,556191-1628,,,,,,,,
,Fyrstads Entek AB,556132-4012,,,,,,,,
,Marie Lagerlöfs Advokatbyrå AB,556188-3736,,,,,,,,
,Flexilast Logistik AB,556193-5148,,,,,,,,
,Anders Gahns ByggnadsAktiebolag,556193-4323,,,,,,,,
,Falu Allbygg Aktiebolag,556160-1096,,,,,,,,
,Nanotech Sweden AB,556209-6742,,,,,,,,
,Roger Hammeborg AB,556203-8629,,,,,,,,
,Väg och Byggnad Harryson Aktiebolag,556186-9479,,,,,,,,
,Coastal Sweden AB,556203-9544,,,,,,,,
,Mitus Technologies AB,556187-3422,,,,,,,,
,Mercuri Urval KMR AB,556141-6057,,,,,,,,
,Bergmans VVS i Växjö AB,556159-7310,,,,,,,,
,Nymans Elektriska Aktiebolag,556142-9548,,,,,,,,
,Aktiebolaget Artur Sjöberg Smide,556057-6273,,,,,,,,
,Nätterdahls Åkeri Aktiebolag,556074-9169,,,,,,,,
,Eslövåkarna Aktiebolag,556063-3710,,,,,,,,
,Harald Jakobssons Godstrafik Aktiebolag,556090-3428,,,,,,,,
,AB Stjernfeldts VVS,556111-8653,,,,,,,,
,Lundby El. Aktiebolag,556105-6986,,,,,,,,
,K-B Rör Aktiebolag,556111-0759,,,,,,,,
,Kurt Lautmanns Patentbyrå Aktiebolag,556123-8444,,,,,,,,
,ELFAB Installationsplanering Aktiebolag,556133-1322,,,,,,,,
,Ekonomkonsult Aktiebolag,556138-8678,,,,,,,,
,Ängsåker AB,556137-8182,,,,,,,,
,PALM & GYLL Aktiebolag,556160-6624,,,,,,,,
,Energi Montage Aktiebolag,556143-4738,,,,,,,,
,Leja-Touring Aktiebolag,556164-7610,,,,,,,,
,A. Ottosson Konsult Aktiebolag,556114-5334,,,,,,,,
,Mohems Entreprenad AB,556152-0064,,,,,,,,
,"AB EL NORDVÄST, PER WENNERSTRÖM",556154-3215,,,,,,,,
,Ventilationssanering i Stockholm AB,556176-5693,,,,,,,,
,Bröderna Samuelssons Bygg AB,556188-3561,,,,,,,,
,Marlon Productions AB,556196-8131,,,,,,,,
,Hörnqvists Åkeri Aktiebolag,556133-1025,,,,,,,,
,Hans Karlsson Holding AB,556193-7458,,,,,,,,
,P S Åkeri i Varberg Aktiebolag,556187-7886,,,,,,,,
,Roy Persson & Co Aktiebolag,556188-6994,,,,,,,,
,El och Oljeautomatik Sven Eriksson & Co Aktiebolag,556199-7502,,,,,,,,
,Hedbergs Gräv- och Lasttjänst Aktiebolag,556167-7757,,,,,,,,
,Ove Andersson Åkeri Aktiebolag,556147-7232,,,,,,,,
,Consafe Invest Aktiebolag,556187-4891,,,,,,,,
,Vara Byggkonsult Aktiebolag,556204-8040,,,,,,,,
,EL-Wicke Stockholm AB,556204-8701,,,,,,,,
,Aktiebolaget Jelleryds El,556211-0949,,,,,,,,
,Amundin Corporate Advisor Aktiebolag,556202-5865,,,,,,,,
,Kiviks Taxi Aktiebolag,556199-6306,,,,,,,,
,J.A.N. Kvalitetsanläggningar AB,556200-2021,,,,,,,,
,Bilmekano Skaraborg AB,556216-5273,,,,,,,,
,Redovisningsbyrån A. Ekbrink Aktiebolag,556143-2385,,,,,,,,
,Ronnys Gräv och Mekaniska Aktiebolag,556058-2156,,,,,,,,
,EntreprenadA Väst AB,556019-1990,,,,,,,,
,DD Development AB,556086-3929,,,,,,,,
,Arkitekt Axel Carlsson Aktiebolag,556081-2348,,,,,,,,
,Johansson & Sjöströms Byggnads Aktiebolag,556121-7026,,,,,,,,
,Pata-Pata AB,556128-2970,,,,,,,,
,Hederdals Åkeri Aktiebolag,556128-9363,,,,,,,,
,Sunnemo Åkeri AB,556156-1258,,,,,,,,
,Peter Särneö Aktiebolag,556167-1008,,,,,,,,
,Birdlake Invest AB,556171-5086,,,,,,,,
,HITEC Consult i Tidaholm AB,556138-2747,,,,,,,,
,Storviks Arbetsmaskiner Aktiebolag,556144-5338,,,,,,,,
,Torskinge Plåtslageri Aktiebolag,556156-7354,,,,,,,,
,Datainvest AB,556141-7725,,,,,,,,
,Åkerhags Byggnadsfirma Aktiebolag,556150-8572,,,,,,,,
,Aktiebolaget Stures Åkeri,556143-4936,,,,,,,,
,Pecunia i Borås Aktiebolag,556112-6342,,,,,,,,
,Glans Glas & Ramar AB,556187-7159,,,,,,,,
,Mecon Engineering Aktiebolag,556190-7691,,,,,,,,
,Åkeri Aktiebolaget Herman Sundin,556192-7830,,,,,,,,
,STENAB Stenbergs Entreprenad AB,556158-2056,,,,,,,,
,Redovisningsgruppen Hbg Aktiebolag,556206-5788,,,,,,,,
,Idre Himmelfjäll Resort AB,556192-9240,,,,,,,,
,Bernin Bygg Aktiebolag,556185-6559,,,,,,,,
,Prima Donna AB,556169-5270,,,,,,,,
,Lennart Augustin Entreprenad Aktiebolag,556187-3117,,,,,,,,
,Olin Progress Aktiebolag,556195-0105,,,,,,,,
,enablHR KL AB,556203-4230,,,,,,,,
,Stig Nordfeldts Åkeri Aktiebolag,556159-4770,,,,,,,,
,Anjous Åkeri Aktiebolag,556163-3628,,,,,,,,
,Larsson & Larsson Konsult Aktiebolag,556190-2254,,,,,,,,
,Birger Hellbergs Entreprenad Aktiebolag,556192-5297,,,,,,,,
,Aktiebolaget Interscan,556057-7230,,,,,,,,
,Stavik Invest AB,556076-6239,,,,,,,,
,Proconditio Aktiebolag,556076-8805,,,,,,,,
,Sandberg Development AB,556091-0712,,,,,,,,
,Aktiebolaget Nybro Gräv & Schakt,556102-8977,,,,,,,,
,Hassela Värme & Vatten Aktiebolag,556090-9847,,,,,,,,
,Hagströms Transport Aktiebolag,556091-0001,,,,,,,,
,Inerta Service Aktiebolag,556122-9468,,,,,,,,
,Retzner Arén Rekonstruktion och Arkitektur Aktiebolag,556157-1711,,,,,,,,
,Lundborgs Rör Aktiebolag,556162-0229,,,,,,,,
,Björn Kindbergs Maskinaktiebolag,556165-0556,,,,,,,,
,Mölnlycke Markanläggningar Aktiebolag,556182-0027,,,,,,,,
,MW Arkitekt & Design Aktiebolag,556154-9139,,,,,,,,
,Aktiebolaget Bandhagens Glasmästeri & Ramaffär,556123-6943,,,,,,,,
,Pernans Schakt AB,556160-9263,,,,,,,,
,Fourich Projektkonsult AB,556129-3795,,,,,,,,
,J Rudströms Åkeri AB,556161-0238,,,,,,,,
,Ramstedt Plattsättning AB,556167-2469,,,,,,,,
,Westin Buss Stockholm Aktiebolag,556133-6685,,,,,,,,
,Helmer Lövkvist Golvbeläggningar Aktiebolag,556162-9964,,,,,,,,
,Rodazog AB,556191-4036,,,,,,,,
,Åke Ekman Ekonomitjänst AB,556195-8157,,,,,,,,
,Förlängda Armen Aktiebolag,556203-8207,,,,,,,,
,Timmergruppen i Norr AB,556216-4078,,,,,,,,
,Bravida Sverige AB,556197-4188,,,,,,,,
,Hultsfreds Godsservice Aktiebolag,556197-4303,,,,,,,,
,Ingvar Johanssons Entreprenad Aktiebolag,556144-3705,,,,,,,,
,Kungsbacka Transportkonsult Aktiebolag,556200-5784,,,,,,,,
,Kiwa Sweden AB,556190-5935,,,,,,,,
,Aktiebolaget Varbergs Bilexpress,556058-5670,,,,,,,,
,Revisionskontoret Aktiebolag,556071-0161,,,,,,,,
,Sätila Holding AB,556057-8857,,,,,,,,
,ITRC Sverige AB,556057-5135,,,,,,,,
,Entreprenad och Projektledning Edde Palm Aktiebolag,556073-4963,,,,,,,,
,Aktiebolaget Curt Waller,556151-2905,,,,,,,,
,Hifab International Aktiebolag,556100-3962,,,,,,,,
,TASAB AB,556134-2295,,,,,,,,
,Bröderna Götessons Åkeri Aktiebolag,556173-2511,,,,,,,,
,Aktiebolaget Inge Wikströms Schaktmaskiner,556140-1166,,,,,,,,
,Furuviks Företagskonsulter AB,556189-6886,,,,,,,,
,Götes Fastighetsservice Aktiebolag,556185-4927,,,,,,,,
,Bröderna Österbergs Transport Aktiebolag,556181-0291,,,,,,,,
,Östgötaeken Aktiebolag,556197-2380,,,,,,,,
,Elektro-Larsson AB,556185-7581,,,,,,,,
,Organisations- och samhällssatsningar Oss Aktiebolag,556207-2354,,,,,,,,
,Täckdikningstjänst Johansson & Söner Aktiebolag,556148-3487,,,,,,,,
,G & H Nordins Bygg i Örnsköldsvik Aktiebolag,556204-5079,,,,,,,,
,Budbilen i Roslagen Aktiebolag,556218-9257,,,,,,,,
,Järfälla Måleri Aktiebolag,556203-1418,,,,,,,,
,JRK Rör AB,556198-0821,,,,,,,,
,Evald Karlssons Åkeri Aktiebolag,556151-4018,,,,,,,,
,Advokat UllaBella af Klercker AB,556196-3629,,,,,,,,
,Intertek Testing Services NA Sweden AB,556199-8062,,,,,,,,
,Ekshärads Golv Aktiebolag,556156-2983,,,,,,,,
,Sallén Elektriska Aktiebolag,556071-2167,,,,,,,,
,Björkholms El Aktiebolag,556095-2094,,,,,,,,
,Sören Johansson Aktiebolag,556115-1993,,,,,,,,
,Ragnar Sandström Ingenjörsbyrå Aktiebolag,556100-2519,,,,,,,,
,Bergevall Ramar Aktiebolag,556120-0675,,,,,,,,
,Anderssons Grus Aktiebolag Traryd,556125-4193,,,,,,,,
,Karlstads Rörmontage Aktiebolag,556123-6034,,,,,,,,
,Fritsch & Co AB,556145-5584,,,,,,,,
,Trähubben AB,556131-2124,,,,,,,,
,Frölanders Entreprenad Aktiebolag,556174-4318,,,,,,,,
,Altomis Städ AB,556182-0357,,,,,,,,
,Wahlborgs Sjöentreprenad AB,556160-4199,,,,,,,,
,Höörs Leasing & Transport Aktiebolag,556164-8998,,,,,,,,
,Lars Olson Arkitektkontor AB,556205-8486,,,,,,,,
,Byggnadsfirma Andersson & Carlsson Aktiebolag,556219-3143,,,,,,,,
,Cityekonomerna i Göteborg Aktiebolag,556184-9356,,,,,,,,
,Tord A.G. Johansson Åkeri Aktiebolag,556194-8703,,,,,,,,
,Getängs Åkeri Aktiebolag,556196-4114,,,,,,,,
,MAMEX Fastigheter AB,556205-5599,,,,,,,,
,New Morning Invest & Marketing Aktiebolag,556207-2115,,,,,,,,
,Promostal Sweden AB,556087-6939,,,,,,,,
,Konstruktiv Aktiebolag,556069-9604,,,,,,,,
,A. Ström & T. Ström AB,556086-8852,,,,,,,,
,Västbo Transport Aktiebolag,556095-1385,,,,,,,,
,Önnerholms Trädgårdsanläggningar AB,556144-4331,,,,,,,,
,Lagbergs Advokatbyrå Aktiebolag,556191-2121,,,,,,,,
,Ture Palmqvist VVS Aktiebolag,556162-3439,,,,,,,,
,C.H. Andreason Plåtslageri AB,556174-6172,,,,,,,,
,Sinkadus Holding AB,556127-6915,,,,,,,,
,OCHE Aktiebolag,556169-4455,,,,,,,,
,Alf Carlssons Byggnads AB,556149-5051,,,,,,,,
,Egnahemsbyggen Växjö Aktiebolag,556196-1839,,,,,,,,
,Mats Östervalls Flygfrakt Aktiebolag,556207-0135,,,,,,,,
,Wallenstam Entreprenad AB,556160-7747,,,,,,,,
,IG Handel & Fastighets Aktiebolag,556186-9552,,,,,,,,
,P N Gruppen AB,556181-6298,,,,,,,,
,F.J. Elektriska Aktiebolag,556161-6615,,,,,,,,
,Solenergihus i Sverige AB,556206-6240,,,,,,,,
,Mindelon Aktiebolag,556161-7779,,,,,,,,
,ENDOC AB,556201-4174,,,,,,,,
,Rahm Revision Aktiebolag,556204-1284,,,,,,,,
,Bröderna Börjessons Åkeri Aktiebolag,556186-2946,,,,,,,,
,I.C.G. Golv Aktiebolag,556206-9749,,,,,,,,
,Åmmebergs Buss Aktiebolag,556186-8547,,,,,,,,
,Svenska Hus Distansgatan AB,556064-0889,,,,,,,,
,Aktiebolaget Industribyrån,556010-8093,,,,,,,,
,SwePart AB,556046-3407,,,,,,,,
,Proton Industries AB,556072-1713,,,,,,,,
,GM Ekonomi AB,556041-4079,,,,,,,,
,Weidab Invest Aktiebolag,556108-3477,,,,,,,,
,Gunnar Thoréns Revisionsbyrå Aktiebolag,556125-7139,,,,,,,,
,Odensbackens Åkeri Aktiebolag,556074-2438,,,,,,,,
,"Arkimark, Arkitektkontor Aktiebolag",556135-3789,,,,,,,,
,Consessor Aktiebolag,556124-6595,,,,,,,,
,Skandinavkonsult i Stockholm Aktiebolag,556090-3030,,,,,,,,
,Ken Hederdahls Åkeri AB,556135-3466,,,,,,,,
,N.C.W. Plåt & Isolering Aktiebolag,556139-5087,,,,,,,,
,Johan Ridderstad AB,556157-0879,,,,,,,,
,B. Elensjö Aktiebolag,556101-0504,,,,,,,,
,Eways AB,556167-9720,,,,,,,,
,Ljungheden Construction AB,556134-8813,,,,,,,,
,Hultsjö Transport Aktiebolag,556167-3046,,,,,,,,
,Fonic AB,556177-8522,,,,,,,,
,Digital Utvecklings Aktiebolag,556149-3866,,,,,,,,
,Aktiebolaget Bors Rör,556169-0859,,,,,,,,
,Bröderna Perssons Sprängaktiebolag,556158-6529,,,,,,,,
,Cebolla Aktiebolag,556121-4577,,,,,,,,
,Näsets El Aktiebolag,556160-8893,,,,,,,,
,Ljungby Flyttningsbyrå Aktiebolag,556175-2840,,,,,,,,
,Boiardt Revision AB,556167-6130,,,,,,,,
,Br. Enbergs Åkeri i Kalix Aktiebolag,556196-5319,,,,,,,,
,Europanel Aktiebolag,556196-7679,,,,,,,,
,Dalarnas Mark och Miljö Aktiebolag,556211-1194,,,,,,,,
,BK Åkeri i Vaggeryd AB,556161-2663,,,,,,,,
,KLH Trading AB,556200-6303,,,,,,,,
,"BEKA, Bernt Karlsson, Redovisning Aktiebolag",556207-4103,,,,,,,,
,Duvekärr Åkeri Aktiebolag,556207-5183,,,,,,,,
,Mikael Karlsson Bygg Aktiebolag,556211-8603,,,,,,,,
,L.I.W. Budbilar i Malmö AB,556192-5537,,,,,,,,
,Nilssons Åkeri i Kristdala AB,556192-3458,,,,,,,,
,Gustav Johansson & Son Aktiebolag,556186-3431,,,,,,,,
,AP&E Organisationskonsult AB,556161-3679,,,,,,,,
,Olssons Åkeri i Skövde AB,556187-7845,,,,,,,,
,Hyltebruks Transport Aktiebolag,556161-7209,,,,,,,,
,Impromotor Consult Aktiebolag,556060-1360,,,,,,,,
,Jacobson & Bergqvist Revisionsbyrå Aktiebolag,556031-5490,,,,,,,,
,Målerifirma Åke Borggren Aktiebolag,556078-7045,,,,,,,,
,Convenience Stores Sweden AB,556101-4217,,,,,,,,
,Rörkonsult i Uddevalla Aktiebolag,556070-3935,,,,,,,,
,Johnny Palmberg Aktiebolag,556074-5399,,,,,,,,
,Martin Wahlmans Buss Aktiebolag,556124-7767,,,,,,,,
,Svalövs Plåt Aktiebolag,556130-0954,,,,,,,,
,Ingeniörsfirman Telematex Aktiebolag,556146-5021,,,,,,,,
,Erland Lindholms Revision och Redovisningskonsult AB,556135-4480,,,,,,,,
,Wealth4Enterprises W4E Aktiebolag,556137-3738,,,,,,,,
,Sture Holmner Åkeri Aktiebolag,556145-0577,,,,,,,,
,Vemdalens Åkeri Aktiebolag,556155-7033,,,,,,,,
,A. Rubertsson Cleanliness Technology AB,556121-9899,,,,,,,,
,Allan Petersons Åkeri i Åsarp Aktiebolag,556178-6632,,,,,,,,
,BC Linköping AB,556194-8380,,,,,,,,
,MALAM KONSULT Aktiebolag,556130-3040,,,,,,,,
,Figura Arkitekter Aktiebolag,556176-4761,,,,,,,,
,Skandinavisk Kemiinformation Aktiebolag,556179-1087,,,,,,,,
,Adderat i Sverige AB,556199-4632,,,,,,,,
,Laholmsplåtslagarna Aktiebolag,556199-6801,,,,,,,,
,Holma Grus & Åkeri Aktiebolag,556201-2723,,,,,,,,
,Söderhamns Svets- & Smidesmontage Aktiebolag,556200-7608,,,,,,,,
,Rejlers International Engineering Solutions AB,556198-3965,,,,,,,,
,Aktiebolaget Rakadabra Monterdesign,556222-0631,,,,,,,,
,Colly Company Aktiebolag,556193-8472,,,,,,,,
,Sällsam Aktiebolag,556194-0668,,,,,,,,
,AB Hedekas Plåt & Svets,556171-4287,,,,,,,,
,Schindler Hiss AB,556202-2821,,,,,,,,
,Aktiebolaget Ystads Oljetransporter,556207-1646,,,,,,,,
,Gullmanders Arkitekter & Ingenjörer AB,556173-4236,,,,,,,,
,Lars Dencker Aktiebolag,556202-7465,,,,,,,,
,Jan Hagfälts Åkeri Aktiebolag,556146-2127,,,,,,,,
,Jens och Folke Karlssons Åkeri Aktiebolag,556196-0658,,,,,,,,
,Svanstroem Angus Business Communications AB,556187-7852,,,,,,,,
,Hagfors Väg Aktiebolag,556196-0716,,,,,,,,
,Golv & Kakel Bernt Lövkvist Aktiebolag,556188-1342,,,,,,,,
,Aktiebolaget Oscar Hanson Värme - Ventilation - Sanitet,556041-5480,,,,,,,,
,Åhlunds i Älvsbyn Aktiebolag,556076-1560,,,,,,,,
,Sven Johanssons Åkeri Aktiebolag,556076-1727,,,,,,,,
,Sundbergs Åkeri AB,556079-1575,,,,,,,,
,Mymeko Invest AB,556104-2192,,,,,,,,
,EGP Industrigolv Aktiebolag,556064-8049,,,,,,,,
,NP Gruppen Aktiebolag,556101-8499,,,,,,,,
,Owes Trafik Aktiebolag,556130-5615,,,,,,,,
,Stefan Jonasson Consulting AB,556135-7079,,,,,,,,
,LEJA Åkeri AB,556090-9284,,,,,,,,
,IBC elinstallation AB,556218-5933,,,,,,,,
,Garantifasad Aktiebolag,556209-3814,,,,,,,,
,Filip Holmqvist Revisionsbyrå Aktiebolag,556192-5610,,,,,,,,
,Anders Navigationsystem Aktiebolag,556212-4650,,,,,,,,
,Grasshoff Ekonomi & Förvaltning AB,556206-6554,,,,,,,,
,Landskaps- & Markkonsult Kenth Henriksson Aktiebolag,556215-9318,,,,,,,,
,Ansikte mot Ansikte Management Konsultation Aktiebolag,556213-5631,,,,,,,,
,Hederus Malmström Arkitekter Aktiebolag,556182-4359,,,,,,,,
,Aktiebolaget Värmlandsborr,556195-3372,,,,,,,,
,AB Rydebäcksrevisorn,556060-6179,,,,,,,,
,Aktiebolaget Amplus,556065-4526,,,,,,,,
,BENGT TORGANDER AB,556079-9263,,,,,,,,
,Gerts Lås & Larm Aktiebolag,556067-8574,,,,,,,,
,L M Wilhelmsson AB,556076-0661,,,,,,,,
,AL Karlssons Entreprenad Aktiebolag,556091-0613,,,,,,,,
,Bromma Redovisning & Företagskonsulter AB,556073-5978,,,,,,,,
,Eltjänst A.E. Gustafsson Aktiebolag,556081-9129,,,,,,,,
,Reinhold Gustafssons Förvaltnings Aktiebolag,556083-0928,,,,,,,,
,Nils Andréasson Arkitektkontor Aktiebolag,556075-1025,,,,,,,,
,Viktor Nilssons Grävmaskiner Aktiebolag,556101-4548,,,,,,,,
,Uptomax Aktiebolag,556093-0512,,,,,,,,
,Cebema AB,556118-9597,,,,,,,,
,Mould Development Modab Aktiebolag,556111-9750,,,,,,,,
,Kvarn och Spannmål Konsult Aktiebolag,556113-9485,,,,,,,,
,Condrill Aktiebolag,556155-2802,,,,,,,,
,Arkitekt Albert AB,556152-9750,,,,,,,,
,P.O.Melanders Åkeri Aktiebolag,556176-7756,,,,,,,,
,Inka Service i Stockholm AB,556191-1784,,,,,,,,
,Termino C 15339 AB,556200-4894,,,,,,,,
,Svensk Sälj- och Sportutveckling AB,556204-0955,,,,,,,,
,Oj-Es Byggnads Aktiebolag,556190-1280,,,,,,,,
,A L'Olivier AB,556164-8469,,,,,,,,
,Real Form Vårgårda AB,556192-3169,,,,,,,,
,Sjömans Brunnsborrnings Aktiebolag,556189-3891,,,,,,,,
,Lappmarksekonomerna Aktiebolag,556210-3860,,,,,,,,
,Magnator AB,556217-5843,,,,,,,,
,J. Gunhagas Åkeri Aktiebolag,556171-7694,,,,,,,,
,Aeolus Ventilations AB,556207-3394,,,,,,,,
,K. V. E. Konsult Aktiebolag,556208-8418,,,,,,,,
,Ytterby Rör Aktiebolag,556192-6360,,,,,,,,
,Företagsobligationer Skandinavien AB,556212-0427,,,,,,,,
,CO2NSULTS AB,556210-0338,,,,,,,,
,Versteegh Gruppen Aktiebolag,556052-8761,,,,,,,,
,OFK Innovation AB,556057-5879,,,,,,,,
,Polyfoto i Östersund Aktiebolag,556070-6086,,,,,,,,
,Bomgrens Redovisning Aktiebolag,556070-6524,,,,,,,,
,Lexus Bolagsjuridik AB,556071-8875,,,,,,,,
,Creditia Aktiebolag,556078-4786,,,,,,,,
,Eric Bergkvist & Co Aktiebolag,556084-0869,,,,,,,,
,Gotlandsbyggen Aktiebolag,556094-1774,,,,,,,,
,Ytterholmen Invest AB,556137-3092,,,,,,,,
,Contrado Södermalm AB,556166-8921,,,,,,,,
,Bobergs Industribyggen AB,556173-2263,,,,,,,,
,Fotogen och Oljor Berglund AB,556184-8192,,,,,,,,
,Arnco AB,556190-3229,,,,,,,,
