orgnr,target_url,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug,county,municipality,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,webshop_platform,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons
559480-3719,https://amazingfood.se,Amazing Food & Ingredients Sweden AB,Amazing Food & Ingredients Sweden AB,46.3,"Icke-specialiserad partihandel med livsmedel, drycker och tobak","Icke-specialiserad partihandel med livsmedel, drycker och tobak",Bjuv,267 40,Billesholmsvägen 4,,,ACTIVE,,,https://www.allabolag.se/foretag/amazing-food-och-ingredients-sweden-ab/bjuv/-/5594803719,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:amazingfood.se(score=14),,,,,,,,,,Skåne,Bjuv,21879000,2024,in_band,true,7,,,,,,,,,,,,,,,,
559219-6694,http://www.winox.se/,Winox Ultra Service AB,Winox Ultra Service AB,47.8,Personaluthyrning,Personaluthyrning; Allmän service och reparation av motorfordon utom motorcyklar; Detaljhandel med personbilar och lätta motorfordon; Byggande av bostadshus och andra byggnader,Malmö,212 18,Lundavägen 19,,,ACTIVE,,,https://www.allabolag.se/foretag/winox-ultra-service-ab/malmo/-/5592196694,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/winox+ultra+service+ab/malm%C3%B6/antzaaaqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Skåne,Malmö,21876000,2025,in_band,true,19,,,,,,,,,,,,,,,,
559019-3651,https://straaltechniek.net/sv/,Straaltechniek International Sweden AB,Straaltechniek International Sweden AB,46.6,Partihandel med verktygsmaskiner,Partihandel med verktygsmaskiner,Varberg,432 32,Härdgatan 26,,,ACTIVE,,,https://www.allabolag.se/foretag/straaltechniek-international-sweden-ab/varberg/-/5590193651,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/straaltechniek+international+sweden+ab/varberg/kgoovekg | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Halland,Varberg,21871000,2024,in_band,true,2,,,,,,,,,,,,,,,,
556931-3744,https://tells.nu/,Tells Optik AB,Tells Optik AB,47.7,Detaljhandel med glasögon och andra optiska artiklar utom fotoutrustning,Detaljhandel med glasögon och andra optiska artiklar utom fotoutrustning,Visby,621 45,Österväg 1,,,ACTIVE,,,https://www.allabolag.se/foretag/tells-optik-ab/gotland/-/5569313744,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tells+optik/visby/nvhcqzei | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Gotland,Gotland,21857000,2024,in_band,true,8,,,,,,,,,,,,,,,,
556804-9281,https://www.symaskinsexperten.se,Symaskinsexperten i Göteborg AB,Symaskinsexperten i Göteborg AB,47.5,"Detaljhandel med elektriska hushållsmaskiner och hushållsapparater, utom via internet eller postorder","Detaljhandel med elektriska hushållsmaskiner och hushållsapparater, utom via internet eller postorder; Detaljhandel med textilier; Reparation och underhåll av hushållsapparater samt av utrustning för hem och trädgård",Göteborg,417 05,Aröds Industriväg 76,,,ACTIVE,,,https://www.allabolag.se/foretag/symaskinsexperten-i-goteborg-ab/goteborg/-/5568049281,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_picked:symaskinsexperten.se(score=22),,,,,,,,,,Västra Götaland,Göteborg,21833000,2025,in_band,true,9,,,,,,,,,,,,,,,,
556977-7948,http://opivanordic.se,OpIva Nordic AB,OpIva Nordic AB,46.4,Partihandel med medicinsk utrustning och apoteksvaror,Partihandel med medicinsk utrustning och apoteksvaror,Västra Frölunda,426 58,Fiskebäcks Hamn 34,,,ACTIVE,,,https://www.allabolag.se/foretag/opiva-nordic-ab/goteborg/-/5569777948,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:opivanordic.se(score=22),,,,,,,,,,Västra Götaland,Göteborg,21831000,2025,in_band,true,3,,,,,,,,,,,,,,,,
556062-8538,https://wissingsguld.se,Wissings Guld Aktiebolag,Wissings Guld Aktiebolag,47.7,"Detaljhandel med ur, guldsmedsvaror och smycken, utom via internet eller postorder","Detaljhandel med ur, guldsmedsvaror och smycken, utom via internet eller postorder",Linköping,582 23,Storgatan 26,,,ACTIVE,,,https://www.allabolag.se/foretag/wissings-guld-aktiebolag/linkoping/-/5560628538,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Wissings%20Guld%20Aktiebolag%20hemsida | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:wissingsguld.se(score=22),,,,,,,,,,Östergötland,Linköping,21804000,2025,in_band,true,7,,,,,,,,,,,,,,,,
559005-9308,https://se.ismokeking.se/,Uddevalla Damputstyr AB,Uddevalla Damputstyr AB,47.1,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad","Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad",Uddevalla,451 30,Kungsgatan 10,,,ACTIVE,,,https://www.allabolag.se/foretag/uddevalla-damputstyr-ab/uddevalla/-/5590059308,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/uddevalla+damputstyr+ab/uddevalla/crryaoos | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Västra Götaland,Uddevalla,21792000,2024,in_band,true,4,,,,,,,,,,,,,,,,
556960-8945,https://www.snusvalet.com,Snusvalet AB,Snusvalet AB,47.2,Detaljhandel med konfektyrer,Detaljhandel med konfektyrer,Göteborg,417 24,Gustaf Dalénsgatan 22,,,ACTIVE,,,https://www.allabolag.se/foretag/snusvalet-ab/goteborg/-/5569608945,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:snusvalet.com(score=20),,,,,,,,,,Västra Götaland,Göteborg,21792000,2025,in_band,true,1,,,,,,,,,,,,,,,,
556181-0846,https://lindebildelar.com,Linde Bildelar AB,Linde Bildelar AB,47.8,Detaljhandel med reservdelar och tillbehör till motorfordon,Detaljhandel med reservdelar och tillbehör till motorfordon,Lindesberg,711 30,Kristinavägen 46,,,ACTIVE,,,https://www.allabolag.se/foretag/linde-bildelar-ab/lindesberg/-/5561810846,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_picked:lindebildelar.com(score=20),,,,,,,,,,Örebro,Lindesberg,21790000,2025,in_band,true,7,,,,,,,,,,,,,,,,
556585-1853,http://www.itsystem.se/,IT System i Dalarna Aktiebolag,IT System i Dalarna Aktiebolag,46.5,Dataprogrammering,Dataprogrammering; Partihandel med datorer och kringutrustning samt programvara; samt annan kontorsutrustning,Leksand,793 30,Sveagatan 17,,,ACTIVE,,,https://www.allabolag.se/foretag/it-system-i-dalarna-aktiebolag/leksand/-/5565851853,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/it+system+i+dalarna+ab/leksand/jlcnnuuvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Dalarna,Leksand,21760000,2025,in_band,true,6,,,,,,,,,,,,,,,,
556672-2178,https://banoconcept.se,Bano Sverige AB,Bano Sverige AB,46.1,"Provisionshandel med möbler, hushålls- och järnhandelsvaror","Provisionshandel med möbler, hushålls- och järnhandelsvaror",Stockholm,112 51,Strandbergsgatan 16,,,ACTIVE,,,https://www.allabolag.se/foretag/bano-sverige-ab/stockholm/-/5566722178,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:banoconcept.se(score=14),,,,,,,,,,Stockholm,Stockholm,21758000,2024,in_band,true,6,,,,,,,,,,,,,,,,
559393-8888,https://www.mersol.se,MS Energi AB,MS Energi AB,46.5,Partihandel med elektronikkomponenter,Partihandel med elektronikkomponenter,Jönköping,554 54,Huskvarnavägen 62,,,ACTIVE,,,https://www.allabolag.se/foretag/ms-energi-ab/jonkoping/-/5593938888,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ms-energi-ab/stockholm/novfiagv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Jönköping,Jönköping,21751000,2023,in_band,true,15,,,,,,,,,,,,,,,,
559201-8096,http://www.carlstromslbt.se/,Carlströms LBT AB,Carlströms LBT AB,46.9,Icke-specialiserad partihandel,Icke-specialiserad partihandel,Bjärnum,282 61,Boställsgatan 57,,,ACTIVE,,,https://www.allabolag.se/foretag/carlstroms-lbt-ab/hassleholm/-/5592018096,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/carlstr%C3%B6ms+lbt+ab/bj%C3%A4rnum/jnvbfkmo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Skåne,Hässleholm,21746000,2025,in_band,true,6,,,,,,,,,,,,,,,,
556345-3421,https://leksakshuset.com,Leksakshuset i Arboga Aktiebolag,Leksakshuset i Torsby AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Postorder/e-handel",Torsby,685 30,Kyrkogatan 3 b,,,,,,https://www.allabolag.se/foretag/leksakshuset-i-torsby-ab/torsby/-/2KJDER4I5YHPS,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:leksakshuset.com(score=12),,022171420,leksakshuset.com,,,,,,,Värmland,Torsby,,,unknown,true,1-4,,,,,,,,,,,,,,,,
559157-6060,http://stroms-gbg.se/,Ströms i Väst AB,Ströms i Väst AB,47.7,"Detaljhandel med kläder, utom via internet eller postorder","Detaljhandel med kläder, utom via internet eller postorder",Askim,436 34,Stora Åvägen 23,,,ACTIVE,,,https://www.allabolag.se/foretag/stroms-i-vast-ab/goteborg/-/5591576060,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/str%C3%B6ms+i+v%C3%A4st+ab/askim/nveiics | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Västra Götaland,Göteborg,21742000,2024,in_band,true,5,,,,,,,,,,,,,,,,
556141-1850,https://www.aperam.com,APERAM Stainless Services & Solutions Nordic AB,APERAM Stainless Services & Solutions Nordic AB,46.1,"Provisionshandel med bränsle, malm, metaller och industrikemikalier","Provisionshandel med bränsle, malm, metaller och industrikemikalier",Västerås,721 30,Sigurdsgatan 21 8 Tr,,,ACTIVE,,,https://www.allabolag.se/foretag/aperam-stainless-services-och-solutions-nordic-ab/vasteras/-/5561411850,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:aperam.com(score=12),,,,,,,,,,Västmanland,Västerås,21742000,2024,in_band,true,10,,,,,,,,,,,,,,,,
556852-3772,https://urshultsbagarn.se,Urshults livs AB,Urshults livs AB,47.1,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad","Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad",Urshult,362 54,Södra Vägen 21,,,ACTIVE,,,https://www.allabolag.se/foretag/urshults-livs-ab/tingsryd/-/5568523772,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:urshultsbagarn.se(score=14),,,,,,,,,,Kronoberg,Tingsryd,21741000,2025,in_band,true,6,,,,,,,,,,,,,,,,
556815-5294,http://www.stayhome.se,Stay Home and Enjoy AB,Stay Home and Enjoy AB,47.1,Annan varuhus- eller stormarknadshandel,Annan varuhus- eller stormarknadshandel,Nässjö,571 38,Odlingsgatan 8,Handel med sällanköpsvaror som skall ge köparen en förhöjd upplevelse av sitt hem och boende.,2010-08-03,ACTIVE,,,https://www.allabolag.se/foretag/stay-home-and-enjoy-ab/nassjo/-/5568155294,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/stay+home+and+enjoy+ab/n%C3%A4ssj%C3%B6/hhguflnr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,order@stayhome.se,,stayhome.se,,,,,,,Jönköping,Nässjö,21734000,2025,in_band,true,2,,,,,,,,,,,,,,,,
559021-0596,http://www.taxie4.se,Taxi E4 Uppsala Plus AB,Taxi E4 Uppsala Plus AB,47.8,Övrig stödverksamhet avseende landtransport,"Övrig stödverksamhet avseende landtransport; Passagerartrafik på beställning, fordon med förare; Detaljhandel med personbilar och lätta motorfordon; Personaluthyrning; Vägtransport, godstrafik",Uppsala,753 23,Sofielundsgatan 3,,,ACTIVE,,,https://www.allabolag.se/foretag/taxi-e4-uppsala-plus-ab/uppsala/-/5590210596,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/taxi+e4+uppsala+plus+ab/uppsala/copbyzea | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Uppsala,Uppsala,21734000,2024,in_band,true,9,,,,,,,,,,,,,,,,
556321-3635,https://elektronikhuset.se,Elektronikhuset i Mariestad Aktiebolag,Elektronikhuset i Mariestad Aktiebolag,47.4,Detaljhandel med ljud- och bildanläggningar samt videoutrustning,Detaljhandel med ljud- och bildanläggningar samt videoutrustning,Mariestad,542 39,Viktoriagatan 24,,,ACTIVE,,,https://www.allabolag.se/foretag/elektronikhuset-i-mariestad-aktiebolag/mariestad/-/5563213635,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:elektronikhuset.se(score=14),,,,,,,,,,Västra Götaland,Mariestad,21730000,2025,in_band,true,17,,,,,,,,,,,,,,,,
556495-3635,https://sundsvallslacken.se,SundsvallsLacken AB,SundsvallsLacken AB,47.8,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar","Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar; Detaljhandel med personbilar och lätta motorfordon",Kvissleby,862 33,Hyvelvägen 10,,,ACTIVE,,,https://www.allabolag.se/foretag/sundsvallslacken-ab/sundsvall/-/5564953635,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:sundsvallslacken.se(score=22),,,,,,,,,,Västernorrland,Sundsvall,21729000,2024,in_band,true,8,,,,,,,,,,,,,,,,
559120-3905,https://twiceme.com,Twiceme Technology AB,Twiceme Technology AB,46.5,Partihandel med datorer och kringutrustning samt programvara; samt annan kontorsutrustning,Partihandel med datorer och kringutrustning samt programvara; samt annan kontorsutrustning,Stockholm,112 33,Kronobergsgatan 21,,,ACTIVE,,,https://www.allabolag.se/foretag/twiceme-technology-ab/stockholm/-/5591203905,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:twiceme.com(score=12),,,,,,,,,,Stockholm,Stockholm,21726000,2024,in_band,true,7,,,,,,,,,,,,,,,,
559086-8161,https://www.wallofart.se/,Wall of Art AB,Wall of Art AB,47.6,Detaljhandel via internet eller postorder med övriga kultur- och fritidsartiklar,Detaljhandel via internet eller postorder med övriga kultur- och fritidsartiklar,Stockholm,120 08,"c/o WIN WIN EKONOMI AB, Box 92138",,,ACTIVE,,,https://www.allabolag.se/foretag/wall-of-art-ab/stockholm/-/5590868161,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/wall+of+art+ab/stockholm/ffijgoovb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Stockholm,Stockholm,21699000,2024,in_band,true,7,,,,,,,,,,,,,,,,
559303-7814,https://www.nordiskapoolochspa.se,Nordiska Pool och Spa AB,Nordiska Pool & Spa i Borås AB,47.5,Detaljhandel med virke och byggvaror,Detaljhandel med virke och byggvaror,Borås,507 42,Källbäcksrydsgatan 2,,,ACTIVE,,,https://www.allabolag.se/foretag/nordiska-pool-och-spa-i-boras-ab/boras/-/5591307375,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nordiska+pool+och+spa+i+bor%C3%A5s/bor%C3%A5s/jgvdeelcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,+46 33 13 01 01; +46 35 22 10 10,nordiskapoolochspa.se,https://nordiskapoolochspa.se,static,no,checkout_provider; product_cards; provider:woocommerce,static@https://nordiskapoolochspa.se:providers(woocommerce) | static@https://nordiskapoolochspa.se:productCards(5),"src:phone_static,company_footer_copyright_static",Västra Götaland,Borås,21693000,2025,in_band,true,6,,,,,,,,,,,,,,,,
556892-9870,http://www.westmaskin.se,West Svenska Maskiner i Göteborg AB,West Svenska Maskiner i Göteborg AB,46.6,Partihandel med jordbruksmaskiner och jordbruksutrustning,Partihandel med jordbruksmaskiner och jordbruksutrustning,Kungälv,442 45,Solbräckegatan 1,,,ACTIVE,,,https://www.allabolag.se/foretag/west-svenska-maskiner-i-goteborg-ab/kungalv/-/5568929870,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:westmaskin.se(score=14),,,,,,,,,,Västra Götaland,Kungälv,21679000,2023,in_band,true,1,,,,,,,,,,,,,,,,
556717-6408,http://www.ballingslovsvagertorp.se/,Kökshuset i Malmö AB,Kökshuset i Malmö AB,47.5,Detaljhandel med virke och byggvaror,Detaljhandel med virke och byggvaror,Höllviken,236 32,Smedjevägen 5,"Bolaget skall bedriva försäljning av kök, köksutrustning och därmed förenlig verksamhet.",2006-12-14,ACTIVE,,,https://www.allabolag.se/foretag/kokshuset-i-malmo-ab/vellinge/-/5567176408,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/k%C3%B6kshuset+i+malm%C3%B6+ab/malm%C3%B6/insufccqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Skåne,Vellinge,21675000,2024,in_band,true,6,,,,,,,,,,,,,,,,
556885-1975,https://www.nadoma.se,Nadoma Auto Maskin AB,Nadoma Auto Maskin AB,46.7,"Partihandel med lastbilar, bussar och specialfordon","Partihandel med lastbilar, bussar och specialfordon",Sollentuna,191 46,Fjällvägen 15,,,ACTIVE,,,https://www.allabolag.se/foretag/nadoma-auto-maskin-ab/sollentuna/-/5568851975,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:nadoma.se(score=14),,,,,,,,,,Stockholm,Sollentuna,21675000,2025,in_band,true,1,,,,,,,,,,,,,,,,
556727-5333,http://www.trulyboating.se,TrulyBoating AB,TrulyBoating AB,47.6 | 47.8,Detaljhandel med båtar,"Detaljhandel med båtar; Detaljhandel med personbilar och lätta motorfordon; Produktion av film, video och tv-program; Konsultverksamhet avseende företags organisation",Varberg,432 93,Getterövägen 17,,,ACTIVE,,,https://www.allabolag.se/foretag/trulyboating-ab/varberg/-/5567275333,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/trulyboating+ab+v%C3%A4stkustens+b%C3%A5tm%C3%A4klare/varberg/hhcmoxyja | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Halland,Varberg,21666000,2024,in_band,true,0,,,,,,,,,,,,,,,,
559433-4012,https://tcgstore.se/,Tcgstore AB,Tcgstore AB,46.4,Partihandel med övriga hushållsvaror,Partihandel med övriga hushållsvaror,Mölndal,431 21,Box 88,,,ACTIVE,,,https://www.allabolag.se/foretag/tcgstore-ab/molndal/-/5594334012,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tcgstore+ab/m%C3%B6lndal/jcmsseklc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Västra Götaland,Mölndal,21651000,2025,in_band,true,2,,,,,,,,,,,,,,,,
556645-5555,https://vrab.nu,VRAB AB,VRAB AB,46.4,Rengöring av byggnader,Rengöring av byggnader; Partihandel med sport- och fritidsartiklar,Henån,473 31,Lundenvägen 1,,,ACTIVE,,,https://www.allabolag.se/foretag/vrab-ab/orust/-/5566455555,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:vrab.nu(score=20),,,,,,,,,,Västra Götaland,Orust,21635000,2024,in_band,true,15,,,,,,,,,,,,,,,,
556619-8205,https://team.mediafy.com/,Mediafy AB,Mediafy AB,47.6,Detaljhandel via internet eller postorder med böcker,Detaljhandel via internet eller postorder med böcker,Stockholm,113 56,Birger Jarlsgatan 57,"Bolagets skall marknadsföra, försälja och distribuera tidningar och andra tryckta och digitala medier och därmed förenlig verksamhet.",2001-12-14,ACTIVE,,,https://www.allabolag.se/foretag/mediafy-ab/stockholm/-/5566198205,hitta_name,high,hitta_orgnr:hitta_search_failed:HTTP 504 for https://www.hitta.se/s%C3%B6k?vad=5566198205 | hitta_name:hitta_detail | hitta_name:https://www.hitta.se/mediafy-ab/stockholm/flmmnqyak | hitta_name:orgnr_match | hitta_name:url_in_own_segment,,,team.mediafy.com,https://team.mediafy.com,browser,no,,,,Stockholm,Stockholm,21603000,2024,in_band,true,8,,,,,,,,,,,,,,,,
556038-7903,http://www.olsensjarnhandel.se,Olséns Järnhandel Aktiebolag,Olséns Järnhandel Aktiebolag,47.5,Detaljhandel med järn- och VVS-varor,Detaljhandel med järn- och VVS-varor,Vansbro,786 32,Box 30,Bolaget skall bedriva järnhandelsverksamhet samt idka därmed förenlig verksamhet.,1939-10-06,ACTIVE,,,https://www.allabolag.se/foretag/ols-ns-jarnhandel-aktiebolag/vansbro/-/5560387903,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ols%C3%A9ns+j%C3%A4rnhandel+ab/vansbro/nszhgtfn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,olsens.jarnhandel@telia.com,,olsensjarnhandel.se,https://olsensjarnhandel.se/kontakt,browser,no,,,,Dalarna,Vansbro,21594000,2025,in_band,true,4,,,,,,,,,,,,,,,,
