orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556320-0335,IM Michel Aktiebolag,IM Michel Aktiebolag,71110,,71110,SPÅNGA,16341,BROMSTENS BRINK 12,"Bolaget ska driva arkitektarbete och markentreprenader samt därmed förenlig konsult- och utbildningsverksamhet ävensom köpa, förvalta och sälja fastigheter och värdepapper. Bolaget ska även bedriva konstnärlig verksamhet, konsult- verksamhet inom områdena arbetsmiljö och miljö (säkerhet, hälsa och miljö), kvalitet, verksamhetsstyrning samt riskhantering och hållbart företagande.",1988-02-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556527-9014,Svenska Markisfabriken AB,Svenska Markisfabriken AB,43411,,43411; 46630,SALTSJÖ-BOO,13221,BOX 7,"Aktiebolaget ska bedriva försäljning och montering av solskydd, montering av byggförnödenheter och därmed förenlig verksamhet.",1995-12-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556554-3724,Sumo Business Development AB,Sumo Business Development AB,70200,,70200,BILLDAL,42737,NORDREVIKSVÄGEN 27,"Bolaget ska bedriva marknadskommunikation, affärsutveckling, musikproduktion, driva handel med förlagsrättigheter, musikmasterrättigheter, inspelningsverksamhet med världen som marknad, ävensom idka därmed förenlig verksamhet.",1998-03-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556543-2480,Hva Konsult AB,Hva Konsult AB,71124,,71124; 46649,HUSKVARNA,56132,JÖNKÖPINGSVÄGEN 25,"Föremålet för bolagets verksamhet är försäljning. projektering, konsultuppdrag samt utbildning inom verksamhetsområdena kyl- teknik, VVS, trädgårdsprodukter och HR och därmed förenlig verksamhet.",1997-06-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556518-8439,Golf & Trädgårdsentreprenader i Löddeköpinge AB,Golf & Trädgårdsentreprenader i Löddeköpinge AB,42990,,42990,SKÅ,17975,"SOLÄNGEN, KUMLAVÄGEN 52","Bolaget skall bedriva entreprenad inom golf och parkbyggnads- området, köp och försäljning av växter samt bedriva lantbruk ävensom idka därmed förenlig verksamhet.",1995-07-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556529-4617,Amandi AB,Amandi AB,70200,,70200,HOVÅS,43650,HOVÅS BAUTASTENSVÄG 18 B,"Bolaget ska bedriva konsult- och utbildningsverksamhet inom organisations- och affärsutvecklingsområdet, samt sport management och därmed förenlig verksamhet.",1996-02-23,active,,,http://www.amandi.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/amandi+ab/hov%C3%A5s/fjntvijm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,amandi.se,https://amandi.se,browser,no,product_cards,main@https://amandi.se/:productCards(2) | main@https://amandi.se/:samplingRan(sampled=0),
556538-1786,Nybrotornen Invest Aktiebolag,Nybrotornen Invest Aktiebolag,70200,,70200; 66190,STOCKHOLM,11434,BIRGER JARLSGATAN 2  5 TR,"Bolaget skall äga och förvalta aktier, äga och förvalta och förmedla fast egendom, tillhandahålla konsulttjänster, bedriva charter- och promotionsverksamhet ävensom idka därmed förenlig verksamhet.",1997-02-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556555-9803,Högstad Produktion AB,Högstad Produktion AB,49310,,49310; 50101; 01500; 49410; 49330,LINKÖPING,58278,ÅSBJÖRNSGATAN 1,"Bolaget skall bedriva spannmålsodling, köttproduktion, äggproduktion, persontransporter på land och till havs.",1998-05-29,active,,,https://fyruddenstaxibatar.se/,,hitta_orgnr,high,info@fyruddenstaxibatar.se,+46 70 816 00 10,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fyruddens-taxibatar-ab-fd-fango-taxibatar/gryt/kgbyhjoqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,fyruddenstaxibatar.se,https://fyruddenstaxibatar.se/kontakt,browser,no,,,
556482-4109,SWEDITAL Bygg Aktiebolag,SWEDITAL Bygg Aktiebolag,41000,,41000,HUDDINGE,14140,STATIONSVÄGEN 27 A,"Bolagets verksamhet är bygg, entreprenad- och konsulttjänster inom bygg, förvaltning av värdepapper samt fastigheter och därmed förenlig verksamhet.",1994-02-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556543-6473,Gunnar Karlsson Transport Aktiebolag,Gunnar Karlsson Transport Aktiebolag,49410,,49410,SALTSJÖ-BOO,13202,Box 2051,Bolaget skall bedriva distribution av frukt och grönt och andra färskvaror samt även övrig lös egendom inom Sverige och utom riket.,1997-07-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556562-6149,Tomas Nilsson Bygg Vessigebro Aktiebolag,Tomas Nilsson Bygg Vessigebro Aktiebolag,41000,,41000,VESSIGEBRO,31164,VENEBERGSVÄGEN 39,Bolaget skall bedriva byggverksamhet samt därmed förenlig verksamhet.,1998-11-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556544-3552,Dipart Entreprenad AB,Dipart Entreprenad AB,41000,,41000; 43320; 42130; 43330,NACKA,13151,VIKDALSVÄGEN 50,Bolaget ska bedriva byggverksamhet och därmed förenlig verksamhet.,1997-08-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556554-5265,WE Industriautomation AB,WE Industriautomation AB,71122,,71122,STORA SKEDVI,78393,DJUPDALEN 51,"Aktiebolaget skall bedriva konsultverksamhet inom elbranschen samt elkonstruktion och handel med el-apparater samt bedriva kapital-, värdepappers- och fastighetsförvaltning ävensom idka därmed förenlig verksamhet.",1998-03-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556546-0861,Reformväktarna AB,Reformväktarna AB,70200,,70200,NYKÖPING,61131,BAGAREGATAN 17 A,"Bolaget skall bedriva personalservice, personalutvecking och personalkonsultverksamhet och därmed jämförlig verksamhet med möjlighet till praktiskt arbete antingen i den egna verksamheten eller genom uppdrag hos externa kunder.",1997-09-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556504-9490,Kalin Bygg Aktiebolag,Kalin Bygg Aktiebolag,43320,,43320,ÄNGELHOLM,26268,TALLSTIGEN 7,"Bolaget skall bedriva byggnation och snickeriverksamhet, totalentreprenad gällande om-, till- och nybyggnation. Förvalta värdepapper samt fast egendom samt därmed förenlig verksamhet.",1995-02-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556509-9669,Advokaten Catharina Tholin AB,Advokaten Catharina Tholin AB,69101,,69101,NJURUNDA,86296,SKRÄNGSTABODARNA 170,"Bolaget skall bedriva advokatverksamhet, handel med värdepapper samt därmed förenlig verksamhet.",1995-03-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556506-4549,J Lepola Mur & Puts Aktiebolag,J Lepola Mur & Puts Aktiebolag,43999,,43999,KALIX-NYBORG,95250,KUNUSKÄRET 151,Bolaget skall bedriva murnings- och putsningsarbeten samt därmed förenlig verksamhet. Bolaget ska dessutom bedriva timring av hus samt därmed förenlig verksamhet. Bolaget ska också bedriva försäljning av material tillhörande dessa verksamheter.,1995-01-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556509-9768,T. Forslins Åkeri Sorunda Aktiebolag,T. Forslins Åkeri Sorunda Aktiebolag,49410,,49410,SORUNDA,14870,HOXLA BYVÄG 22,Bolaget skall bedriva åkeriverksamhet samt därmed förenlig verksamhet.,1995-05-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556512-0796,Jungklaus Consulting AB,Jungklaus Consulting AB,69201,,69201,LUND,22271,GÄRSGATAN 10,"Bolaget skall bedriva ekonomisk rådgivning, affärsutveckling, utveckling av informationssystem, handel med begagnade bilar samt bedriva annan därmed förenlig verksamhet.",1995-04-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556509-6285,Mikael Ried Arkitekt Aktiebolag,Mikael Ried Arkitekt Aktiebolag,71110,,71110,STOCKHOLM,11222,JOHN ERICSSONSGATAN 6,"Bolaget skall ägna sig åt arkitektverksamhet, formgivning, produktutveckling samt bedriva därmed förenlig verksamhet.",1995-03-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556498-1420,Rosta VVS AB,Rosta VVS AB,43221,,43221,ÖREBRO,70250,STUDIEVÄGEN 13,"Bolaget skall utföra installationer inom vatten, värme och sanitet bedriva fastighetsskötsel, äga och förvalta aktier och andra värdepapper samt idka därmed förenlig verksamhet.",1994-11-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556517-6004,MUNISAK AB,MUNISAK AB,70200,,70200,SKOGÅS,14251,ENKRÖKSVÄGEN 12,Bolaget skall äga och förvalta värdepapper.,1995-09-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556522-5793,PK Förvaltning i Påarp AB,PK Förvaltning i Påarp AB,71121,,71121,PÅARP,25353,VEDELÖVSVÄGEN 98,Föemålet för bolagets verksamhet är utsättning och inmätning samt montering maskinstyrning i huvudsak inom bygg och anläggningsbranschen och därmed förenlig verksamhet.,1995-07-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556507-6014,Karl-Olov Anderssons Sprutmåleri Aktiebolag,Karl-Olov Anderssons Sprutmåleri Aktiebolag,43341,,43341,ANKARSRUM,59371,HÖKHULTS GÅRD,"Bolaget skall bedriva måleriarbeten, tapetsering, försäljning av färg inom byggnadsbranschen, äga och förvalta fastigheter och värdepapper och därmed förenlig verksamhet.",1995-03-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556526-2762,LIMA Ekonomi AB,LIMA Ekonomi AB,69201,,69201,VALLENTUNA,18637,VÄSTERGÅRDEN 221,Bolagets bedriver redovisningsbyråverksamhet.,1995-10-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556508-9454,CBG Holding AB,CBG Holding AB,70100,,70100,GÖTEBORG,41132,ÅLANDSGATAN 1  3TR LGH 1201,Bolaget skall förvalta aktier i dotterbolag och bedriva utveckling och handel med elektronikkomponenter och delsystem inom mikrovågselektronik samt konsultverksamhet inom elektronik ävensom idka annan därmed förenlig verksamhet.,1995-01-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556510-3644,Svensk Grundteknik i Sandviken AB,Svensk Grundteknik i Sandviken AB,43120,,43120,SANDVIKEN,81121,BOX 44,"Bolaget skall bedriva grund-, radon- och markanläggnings- entreprenader samt försäljning av trädgårdsartiklar. Äga och förvalta fastigheter, handel med värdepapper samt därmed förenlig verksamhet.",1995-03-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556530-3715,Patrik Källander Åkare Aktiebolag,Patrik Källander Åkare Aktiebolag,43120,,43120,STOCKHOLM,12064,KORPHOPPSGATAN 33,"Bolaget skall sälja tjänster inom bygg- och anläggnings- entreprenad till bygg-, fastighets- och åkeribranschen samt därmed förenlig verksamhet såsom uthyrning och arbeten med egna och andras entreprenadmaskiner, grävmaskiner och lastbilar.",1996-03-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556515-4233,Södervärns Redovisningsbyrå AB,Södervärns Redovisningsbyrå AB,69201,,69201,MALMÖ,21570,KANTATGATAN 43,Bolaget ska bedriva redovisning och övrig ekonomisk rådgivning för företag och privatpersoner.,1995-09-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556535-6374,Partnerinwestgruppen i Göteborg AB,Partnerinwestgruppen i Göteborg AB,69102,,69102; 74990; 69201; 95101; 47404,GÖTEBORG,40231,BOX 7034,"Föremålet för bolagets verksamhet är att bedriva uthyrning av modeller till reklam- och filmbolag, mäkleri av affärsrörelse, handel med värdepapper, juridiska konsultationer och juridisk rådgivning via internet, bokföringsverksamhet, konsultverksamhet inom media reklam för att underlätta invandrares integration i det svenska samhället, bemanningsföretagsverksamhet genom uthyrning av invandrad personal till svenska och utländska arbetsgivare, konsultverksamhet inom It-säkerhet, sälja kvalificerade tjänster inom datasäkerhet och webdesign, planera och genomföra marknadsaktiviteter inom marketing och sponsring innebärande produktlanseringar, företagskvaliteter, säljaktiviteter samt idka därmed förenlig verksamhet. Vidare skall bolaget bedriva restaurang-, bar- och caféverksamhet, försäljning av projektering av bostäder i utlandet, försäljning av köks- och restaurangmaskiner, byggarkitekturverksamhet, byggnadsverksamhet, försäljning av båtar, försäljning av solpaneler, försäljning av skrivare och skärplottrar, läxhjälp, annonsering och förmedling av leverantörer för restaurang- och hotellbranschen, bedriva etablering av franchiseverksamhet, franchisejuridik, företagstransaktioner och franchiseföretagsförmedlin, konsultverksamhet inom butiks-, handels- och servicenäringen. Handel och utveckling av master franchise, samt därmed förenlig verksamhet.",1996-10-30,active,,,https://www.arkitekt-hjalpen.se/,,hitta_orgnr,high,info@arkitekt-hjalpen.se,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/arkitekthjalpen/g%C3%B6teborg/lrdfnqrzd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,arkitekt-hjalpen.se,,,,,,
556538-1778,Evince Development Aktiebolag,Evince Development Aktiebolag,70200,,70200,TOREKOV,26976,KAJUTGRÄND 19 B,"Bolaget skall arbeta inom följande områden: att som generalagent/agent marknadsföra produkter inom alternativ sjukvård inom främst Östersjöregionen (inklusive Sverige), som konsulter inom säljträning, chefsutveckling och export/import hjälpa företag globalt till utveckling, utveckla patent och affärsidéer globalt, till kommersiella framgångar.",1997-02-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556540-2418,Christian Bjärtun Projekt AB,Christian Bjärtun Projekt AB,71121,,71121; 86212,FÖRSLÖV,26971,HÖVELVÄGEN 1,"Bolagets verksamhet är att bedriva konsultverksamhet, rådgivning och projektledning inom områdena fastighetsutveckling, byggproduktion, fastighetsförvaltning samt hälso- och sjukvård. Även äga och förvalta fastigheter och värdepapper samt därmed förenlig verksamhet.",1997-03-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556539-4771,Skafa AB,Skafa AB,43210,,43210; 68201,OCKELBO,81631,NORRA ÅSGATAN 68,"Föremålet för bolagets verksamhet är elinstallationer, VVS, handel och reparation av svetsutrustning, åkeriverksamhet, ägande och förvalning av fastigheter, handel med värdepapper, lokaluthyrning och därmed förenlig verksamhet.",1997-03-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556541-6624,Såg & Borr i Mälardalen AB,Såg & Borr i Mälardalen AB,43120,,43120,TORSHÄLLA,64430,SÅGGATAN 12,Bolaget skall bedriva mark- och byggentreprenad samt därmed förenlig verksamhet.,1997-04-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556526-5682,AB Cypressen Måleri,AB Cypressen Måleri,43341,,43341,OXIE,23838,FÄNKÅLSVÄGEN 23,Bolaget skall bedriva måleri samt därmed förenlig verksamhet.,1995-10-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556541-6848,REMOOVE Demolering AB,REMOOVE Demolering AB,43110,,43110; 43120,ASMUNDTORP,26176,TÅGARPSVÄGEN 79,"Bolaget skall bedriva verksamhet med bygg-, anläggnings-, verkstads- och industrientreprenader avseende håltagning och liknande specialarbeten tillika med förenliga administrativa konsultuppdrag och förvaltning av fast egendom ävensom idka därmed förenlig verksamhet.",1997-04-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556530-9738,Evergreen Garden Care Holding Sverige AB,Evergreen Garden Care Holding Sverige AB,70100,,70100,ÅBY,61621,BOX 90,"Bolaget har till föremål för sin verksamhet att direkt eller genom dotterbolag, tillverka, sälja, distibuera odlingssubstrat och annat stöd, gödselmedel, frön,lökar, hushållsinsekticider, biocider och växtskyddsmedel, bedriva forskning, utveckling, information och utbildning inom ovanstående områden.",1996-04-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556545-6273,Trigonia Aktiebolag,Trigonia Aktiebolag,70200,,70200,TÄBY,18303,BOX 3034,"Bolaget skall bedriva konsultverksamhet och utbildning inom datorteknik och ekonomi. Direkt eller indirekt bedriva investeringsverksamhet och i samband därmed förvärva, äga och förvalta samt försälja andelar, aktier, delrätter och andra värdepapper, bedriva företagsrådgivning. Förvaltning av aktier och andelar och därmed förenlig verksamhet.",1997-09-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556544-5946,Cloudy Management AB,Cloudy Management AB,70200,,70200,BROMMA,16836,KAPPLANDSVÄGEN 6,Bolaget ska bedriva verksamhet inom organisations- och verksamhetsutveckling och därmed förenlig verksamhet.,1997-07-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556549-1148,Husab AB,Husab AB,71121,,71121,BROMMA,16867,KÖPSVÄNGEN 26,"Aktiebolaget skall bedriva byggnadsverksamhet, byggservice- verksamhet, konsulterande verksamhet inom byggnadsbranschen, inredningsverksamhet samt förvalta fastigheter och bedriva därmed förenlig verksamhet.",1997-12-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556544-6118,Habelia Bygg- och Cadteknik AB,Habelia Bygg- och Cadteknik AB,71121,,71121; 62201,ÖSTERSUND,83134,KYRKGATAN 53,"Bolaget skall sälja tjänster inom bygg- och datateknik, idka därmed förenlig verksamhet, samt bedriva värdepappershandel.",1997-08-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556548-3186,B&G Econometer AB,B&G Econometer AB,69201,,69201,BODEN,96198,NORRA BREDÅKER 9 B,"Bolaget ska bedriva kameral uppdragsverksamhet, konsultverksamhet inom ekonomiområdet, jämte därmed förenlig verksamhet.",1997-11-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556545-7107,NetWork Operations in Europe AB,NetWork Operations in Europe AB,70200,,70200; 64994,KARLSKRONA,37142,HERRGÅRDSVÄGEN 3,"Aktiebolagets verksamhet ska vara att bedriva konsultverksamhet inom ekonomi och fysisk planering, äga och förvalta värdepapper samt bedriva därmed förenlig verksamhet.",1997-09-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
