orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556872-6037,Fresh Kid AB,Fresh Kid AB,46499,,46499,BÅSTAD,26933,KÖPMANSGATAN 13  1TR,Bolaget skall bedriva import och handel med leksaker samt inrednings- och presentartiklar och därmed förenlig verksamhet.,2011-11-21,active,,,http://www.freshkid.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fresh+kid+ab/b%C3%A5stad/lquvxyda | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556854-2392,Johns Båtmotor AB,Johns Båtmotor AB,46491,,46491,PARTILLE,43348,HYGGESVÄGEN 12,"Aktiebolaget ska bedriva försäljning av båtmotorer och motor- delar, aktiehandel och verkstadsarbeten inom båtbranschen.",2011-05-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556839-0206,Brödkultur Helsingborg AB,Brödkultur Helsingborg AB,47241,,47241; 01489,ALLERUM,25476,ALLERUMSVÄGEN 232,"Föremålet för bolagets verksamhet är ett stenugnsbageri där bakning av surdegsbröd, sötbröd samt enklare konditoriprodukter sker. Försäljningen sker över disk i butiken samt genom leverans till fakturakunder. Enkel servering av färdiga smörgåsar och varma och kalla drycker erbjuds. I butiken kommer det även säljas utvalda delikatessprodukter. Företaget bedriver även småskalig biodling med honungsförsäljning samt att honungen används i produktionen. Det kommer även intäkter från uthyrning av bikupor samt utbildning.",2011-01-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556839-6039,Fairwithhair Josiander AB,Fairwithhair Josiander AB,47123,,47123; 96210,STOCKHOLM,10232,BOX 6077,"Bolaget ska bedriva export och import samt internet och butiksförsäljning av peruker, löshår, skönhetsprodukter, accessoarer och sportprodukter samt bedriva salongsverksamhet kring frisör- och andra skönhetstjänster.",2011-01-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556818-1027,Havinett Södertull AB,Havinett Södertull AB,47112,,47112,STRÖMSTAD,45232,KARLSGATAN 50,Bolaget ska bedriva handel med livsmedel samt därmed förenlig verksamhet.,2010-09-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556820-0546,Malchamax AB,Malchamax AB,46340,,46340; 74990,ÄNGELHOLM,26258,DRESSYRGATAN 20,Bolaget ska bedriva konsultverksamhet inom bowling och restaurang samt därmed förenlig verksamhet. Bolaget ska också bedriva handelsverksamhet med alkoholhaltiga drycker samt därmed förenlig verksamhet. Dessutom ska bolaget äga och förvalta aktier och värdepapper.,2010-09-28,active,,,https://www.malchamaxvin.com/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/malchamax+ab/%C3%A4ngelholm/kpyelgt | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556842-5481,Swift Arc Mobil & Data AB,Swift Arc Mobil & Data AB,47402,,47402,STOCKHOLM,12062,SJÖFARTSGATAN 12,Företaget ska bedriva försäljning av konsulttjänster och produkter inom mobiltelefoni samt data och därmed förenlig verksamhet. Bolaget ska också förvalta fast och lös egendom.,2011-02-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556847-7474,Målarboden Günther Wilhelm Aktiebolag,Målarboden Günther Wilhelm Aktiebolag,47523,,47523,ÄLVSJÖ,12540,MALMKÖPINGSVÄGEN 48,"Aktiebolaget skall bedriva försäljning av målerimaterial och måleritillbehör, bedriva målerirörelse, handel med inredning och prydnandssaker och handel med blommor. Handel med värdepapper, äga och förvalta aktier och andelar och andra värdepapper. Handel med och äga fast egendom samt ävensom idka därmed förenlig verksamhet.",2011-03-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556854-9918,Café & Tankstället i Oskarshamn AB,Café & Tankstället i Oskarshamn AB,47300,,47300; 56110,OSKARSHAMN,57263,SVAMPVÄGEN 17,Bolaget skall bedriva caféverksamhet och försäljning av drivmedel samt därmed förenlig verksamhet.,2011-06-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556850-9896,Burseryds Golvhandel AB,Burseryds Golvhandel AB,46831,,46831; 70200,BURSERYD,33377,HULTLIDEN 9,"Föremålet för bolagets verksamhet skall vara att bedriva handel med golv och övriga byggmaterial, handel med värdepapper samt därmed förenlig verksamhet.",2011-04-28,active,,,http://www.designfloor.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/burseryds+golvhandel+ab/burseryd/facmrdjm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556848-8778,ICAPE Scandinavia AB,ICAPE Scandinavia AB,46502,,46502,MALMÖ,21376,KANTYXEGATAN 29,Bolaget ska sälja kretskort och därmed förenlig verksamhet.,2011-04-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_next_data | hitta_name:hitta_no_next_data
556859-8857,Sakura Finetek Sweden AB,Sakura Finetek Sweden AB,46460,,46460,GÖTEBORG,41110,ÖSTRA HAMNGATAN 17,"Bolaget ska bedriva försäljning av medicintekniska produkter, konsumtionsartiklar, utföra tjänster till laboratorier och sjukhus samt bedriva därmed förenlig verksamhet.",2011-07-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556870-0321,Aldarwish Grönsaker AB,Aldarwish Grönsaker AB,47112,,47112,GISLAVED,33238,LJUNGVÄGEN 27,Aktiebolaget ska bedriva handel med livsmedel och grönsaker samt därmed förenligt verksamhet.,2011-11-01,active,,,http://www.tommytak.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/aldarwish+gr%C3%B6nsaker+ab/-/cmgggvdh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556827-2545,Nivado AB,Nivado AB,47811,,47811; 46491,NYKVARN,15521,BOX 88,"Bolaget ska bedriva import och export av bilar, försäljning av motorfordon såsom vattenskotrar, motorcyklar och båtar inklusive tillbehör och även erbjuda underhåll och reparationer samt därmed förenlig verksamhet.",2010-11-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556869-8418,Swedish Design Export AB,Swedish Design Export AB,46491,,46491; 47631,VÄSTERÅS,72132,LÖGARÄNGSVÄGEN 5,"Aktiebolagets verksamhet ska vara att bedriva konsultverksamhet inom företagsledning, fastighetsförvaltning, handla med partier inom sport, fritid, byggmaterial, fordon, maskiner samt handel med finansiella instrument samt idka därmed förenlig verksamhet.",2011-11-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556871-2839,Lundberg Trading AB,Lundberg Trading AB,47711,,47711,KUMLA,69293,JULSTA 335,Aktiebolagets verksamhet utgörs av marknads- och grossistförsäljning av kläder och assecoarer. Bolaget ska också bedriva anbulerande matförsäljning från egen vagn och därmed förenlig verksamhet.,2011-11-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556856-9536,PJ Invest AB,PJ Invest AB,46499,,46499; 47552; 64994,VÄRMDÖ,13936,GRISSLINGEVÄGEN 17,"Bolaget skall bedriva handel med profil- och presentreklam, utveckling av webbaserade tjänster och försäljning av tjänster inom marknadsföringsområdet. Därutöver skall bolaget bedriva värdepappershandel och förvaltning av fast och lös egendom samt därmed förenlig verksamhet.",2011-06-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556854-4612,Inspirea Decorations AB,Inspirea Decorations AB,46189,,46189,TÄBY,18365,FRIDHEMSVÄGEN 8,"Företaget skall inneha handelsagenturer och idka handel (import/ export) med dekorationsmaterial, presentartiklar, förpackningar och emballage samt därmed förenlig verksamhet. Företaget ska äga och förvalta lös och fast egendom.",2011-05-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556834-0607,Amsbergs Bilaffär & Bildemontering AB,Amsbergs Bilaffär & Bildemontering AB,46871,,46871; 47811,BORLÄNGE,78190,NORR AMSBERG 655,"Föremålet för bolagets verksamhet är att bedriva försäljning av begagnade fordon och fordonsdelar, demontering och skrotning av fordon, bilbärgning, samt därmed förenlig verksamhet.",2010-12-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556609-6151,OKQ8 Marknad AB,OKQ8 Marknad AB,46720,,46720; 46491,STOCKHOLM,10435,BOX 23700,"Bolaget skall idka partihandelsverksmhet genom köp, lagring, distribution och försäljning av konumentvaror med tyngdpunkt på bilanknutna varor samt hem- och fritidsartiklar och service- verksamhet avseende ekonomitjänster samt idka därmed förenlig verksamhet.",2001-04-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556876-6017,Spirel AB,Spirel AB,46460,,46460,MALMÖ,21142,FERSENS VÄG 3,Bolaget ska bedriva konsultverksamhet inom sjukvård samt agenturverksamhet inom sjukvårdsartiklar samt därmed förenlig verksamhet.,2011-12-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556549-5370,VL Group Aktiebolag,VL Group Aktiebolag,47271,,47271,GÖTEBORG,41126,ERIK DAHLBERGSGATAN 2,Bolaget ska äga och förvalta fast och lös egendom och därmed förenlig verksamhet.,1997-12-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556879-6618,ROST of Sweden AB,ROST of Sweden AB,46841,,46841,BOLLNÄS,82135,SKOGSVÄGEN 2,"Bolaget ska bedriva eventverksamhet, försäljning och förmedling av produkter och tjänster, företrädesvis avseende skyddskläder.",2012-01-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556857-2779,Sunshine Flowers AB,Sunshine Flowers AB,47752,,47752; 70200,ÖREBRO,70221,BJÖRKERUDSVÄGEN 16,Aktiebolaget ska bedriva försäljning av hudvårdsprodukter och makeup och därtill hörande verksamhet samt utbildning och coachning i ledarskap och därtill hörande verksamhet.  Det ska även bedriva antikhandel med möbelrenovering och internethandel och därtill hörande verksamhet.,2011-06-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556840-3579,Scandinavian Apparel AB,Scandinavian Apparel AB,46160,,46160; 70200; 66190,GÖTEBORG,41654,HÄSTHOVSGATAN 11,"Aktiebolagets verksamhet ska vara att bedriva import och försäljning av textil och konfektion med tillhörandet konsult- verksamhet samt handel med och förvaltning av aktier, värdepapper och fastigheter jämte därmed förenlig verksamhet.",2011-02-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556841-9104,Hudiq AB,Hudiq AB,47123,,47123; 96220,KALMAR,39239,POLHEMSGATAN 28,"Bolaget skall bedriva hudvård samt e-handel inom hudvårdsprodukter, kosttillskott, hälsoprodukter till konsumenter och företag samt därmed förenlig verksamhet. Äga och förvalta värdepapper, fastigheter och därmed förenlig verksamhet.",2011-02-12,active,,,https://babyface.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/babyface+studio/kalmar/kpyzhlrzd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556842-6489,Imaginos Footwear Consulting AB,Imaginos Footwear Consulting AB,46420,,46420,TRÄSLÖVSLÄGE,43274,PÅLAVÄGEN 9,Bolaget ska bedriva partihandel med kläder och skodon samt förvaltning av värdepapper och därmed förenlig verksamhet.,2011-02-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556843-2677,BXB Invest AB,BXB Invest AB,46502,,46502; 46841; 64994; 68203,JÖNKÖPING,55302,FORDONSVÄGEN 17,"Föremålet för bolagets verksamhet är att direkt eller via dotterbolag bedriva försäljning av teknikvaror och beslag inom bygg och fastighetsbranschen samt äga och förvalta lös och fast egendom, värdepapper samt därmed förenlig verksamhet.",2011-02-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556846-8887,Annelee Scherman AB,Annelee Scherman AB,47551,,47551; 69201; 47242; 47552; 47761,TORSLANDA,42339,TORSHÄLLSVÄGEN 10,"Företaget ska bedriva konsultverksamhet inom administrativa tjänster, personalrekrytering, utbildning & kommunikations- lösningar.",2011-03-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556848-1500,Enovation Sweden AB,Enovation Sweden AB,46649,,46649,FLEN,64234,KUNGSVÄGEN 68,"Föremålet för bolagets verksamhet är att bedriva, med inriktning mot stål- och verkstadsindustrin, inköp och försäljning av utrustning för rening av industrivatten (processvatten) och utrustning för luftrening vid exempelvis svetsning. Handel med värdepapper. Äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2011-03-31,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556871-0130,Marcus Andersson Livs AB,Marcus Andersson Livs AB,47112,,47112,VÄDERSTAD,59021,BOX 70,Bolaget skall bedriva dagligvaruhandel och därmed förenlig verksamhet.,2011-11-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556850-1646,Nordic Handbag AB,Nordic Handbag AB,46160,,46160,BORÅS,50430,KYRKOGÅRDSGATAN 17,"Bolaget ska bedriva handel med textil och konfektion, väskor, skor och därmed förenlig verksamhet.",2011-04-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556864-6011,Svenska Inter Tech AB,Svenska Inter Tech AB,46450,,46450; 47522,LULEÅ,97751,PROFESSORSVÄGEN 45 D,"Bolaget ska bedriva försäljning av järnhandelsvaror och ekologisk hudvård, samt därmed förenlig verksamhet.",2011-09-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556852-0273,Théa Nordic AB,Théa Nordic AB,46460,,46460; 46380,SOLNA,16970,FRÖSUNDAVIKS ALLÉ 1,"Bolagets verksamhet ska vara registrering och förnyelse av specialistläkemedel, marknadsföring och distribution av specialistläkemedel, forskning och utveckling av vetenskaplig teknik, tillverkning, försäljning, marknadsföring och distribution av produkter, specialiteter, apparaturer, medicinska enheter, kosttillskott, kosmetiska produkter och tillbehör för medikament för människor och varje annan farmaceutisk aktivitet såsom tillverkning, bearbetning och försäljning av allehanda kemiska produkter, innehav av varumärken och patent relaterade till sådana produkter, forskningsuppdrag och liknande aktiviteter för att säkerställa sådana syften:  - genomförande av agent-, representations-, uppdrags- och distributionsavtal med inhemska och utländska företag som tillverkar produkter och råmaterial som bolaget behöver för sina affärsaktiviteter.  - Förvärv och vidmakthållande av innehav av patent, varumärken, know how eller någon annan industriell och immateriell rättighet, inhemsk såväl som utländsk.  - Förvärv, uppförande, försäljning eller förhyrning av fast och lös egendom inom bolagets verksamhet och att acceptera pant från annan eller pantsättning självt eller varje annan säkerhet.  - Genomförande av överenskommelse (kontrakt) med publika och privata institutioner och företag avseende bolagets affärsaktiviteter,  - Utförande av varje slags aktivitet som omfattas av bolagets affärsaktiviteter,  - Upptagande av lån från inhemska och utländska banker och institutioner och utfärdanden av certifikat och andra värdepapper,  - Intresseinnehav i andra företag och verksamheter i Sverige, Finland, Danmark och utomlands.  - Marknadsföring av farmaceutiska produkter, medicinska enheter, kosttillskott och kosmetiska produkter.  - Härutöver, bedrivandet av varje slag av industriell eller kommersiell verksamhet som direkt eller indirekt är anknuten till ovan nämnda verksamheter och syften.",2011-05-06,active,,,https://www.thea-nordic.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/th%C3%A9a+nordic+ab/solna/hjooveeak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556852-0331,InLeda AB,InLeda AB,46431,,46431; 47553; 46432; 47634; 72109,MALMÖ,21137,STORA NYGATAN 15,"Föremålet för bolagets verksamhet är att bedriva handel med värdepapper, äga och förvalta fast egendom. Utöver detta ämnar bolaget utföra produktutveckling, produktion, produktförsäljning, distribution, import och export primärt inom områdena hemelektronik, husgeråd och inredning samt därmed förenlig verksamhet.",2011-05-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556859-4930,Strömstads Matmarknad AB,Strömstads Matmarknad AB,47112,,47112,STRÖMSTAD,45233,PRÄSTÄNGSVÄGEN 2,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2011-07-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556870-0362,Peak Motor AB,Peak Motor AB,47811,,47811; 47633; 46649,ÖSTERSUND,83177,PLANKVÄGEN 3,"Bolaget skall bedriva import och handel med båtar, försäljning av marina produkter såsom tillbehör till båtar samt idka därmed förenlig verksamhet.",2011-11-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556861-4399,Roj Information & Communications Technology AB,Roj Information & Communications Technology AB,46501,,46501; 63100; 85690; 46502,KISTA,16440,KISTAGÅNGEN 16  A HUSET PLAN 5,"Företaget ska bedriva verksamhet inom området informations- och kommunikationsteknik: försäljning av tjänster och varor inom informations och kommunikationsteknik. Exempel på tjänster: IT användning i organisationsutveckling och marknadsföring, drift skötsel och installation av datautrustning för dessa ändamål. Exempel på varor: IT utrustning såsom hård- och mjukvara, serverutrymme, domän. Försäljning av varor och tjänster sker till såväl inhemska som utländska organisationer samt privat personer.",2011-08-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556863-0247,Foreq AB,Foreq AB,46141,,46141,HUDIKSVALL,82444,HÅSTAHOLMEN 5,"Föremålet för bolagets verksamhet är att bedriva försäljning av utrustning till skogsavverkning, försälja, äga och förvalta fastigheter och därmed förenlig verksamhet.",2011-08-30,active,,,http://www.foreq.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/foreq+ab/hudiksvall/mtuzfnry | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556868-9185,D&D Company AB,D&D Company AB,46850,,46850; 46189,MALMÖ,21232,SALIXGATAN 41,"Aktiebolaget ska bedriva -internationell agentur- och partihandel av olika kemikalier, industrikemikalier, kemiska produkter och filtrationsmedia -internationell agentur- och partihandel med apoteksvaror -internationell agentur- och partihandel med labbutrustning, maskiner och industriell utrustning -internationell agentur- och partihandel med övriga maskiner för industri som t.ex. vattenbehandlingsutrustning -internationell agentur- och partihandel med annat special sortiment -marknadsföring av företag och deras produkter och tjänster i Sverige och utomlands.",2011-10-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
