orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556176-5933,NYSTRÖMS SKOAFFÄR,Hans Nyström Skoaffär Aktiebolag,47721,,47721,BORGHOLM,38731,Storgatan 23,Bolaget skall bedriva försäljning av skor ävensom idka därmed förenlig verksamhet.,1973-02-15,active,,,https://www.nystromsskor.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nystr%C3%B6ms+skoaff%C3%A4r/borgholm/moobyeffh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@nystromsskor.se,+46 485 100 42,nystromsskor.se,https://www.nystromsskor.se/om-oss,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:woocommerce,main@https://www.nystromsskor.se/:hasCheckout(uiPhrase) | main@https://www.nystromsskor.se/:hasCart(urlPath:/cart) | main@https://www.nystromsskor.se/:pricedCards(multiPrices) | main@https://www.nystromsskor.se/:providers(woocommerce) | main@https://www.nystromsskor.se/:productCards(200) | DECISION@main@https://www.nystromsskor.se/ | contact_like@https://www.nystromsskor.se/kontakta-oss/:hasCheckout(uiPhrase) | contact_like@https://www.nystromsskor.se/kontakta-oss/:hasCart(urlPath:/cart) | contact_like@https://www.nystromsskor.se/kontakta-oss/:providers(woocommerce) | contact_like@https://www.nystromsskor.se/kontakta-oss/:productCards(22) | DECISION@contact_like@https://www.nystromsskor.se/kontakta-oss/ | contact_like@https://www.nystromsskor.se/om-oss/:hasCheckout(uiPhrase) | contact_like@https://www.nystromsskor.se/om-oss/:hasCart(urlPath:/cart) | contact_like@https://www.nystromsskor.se/om-oss/:providers(woocommerce) | contact_like@https://www.nystromsskor.se/om-oss/:productCards(22) | DECISION@contact_like@https://www.nystromsskor.se/om-oss/,
556548-8920; 556174-4516,Toyota Toyota,Bil Trean i Uppsala Aktiebolag,47811,,47811; 47820; 95312,UPPSALA,75140,BOX 1056,Bolaget skall bedriva försäljning av bilar och biltillbehör och reservdelar samt utföra service och reparationer ävensom bedriva yrkesmässig biluthyrning samt idka annan därmed förenlig verksamhet.,1973-01-02,active,,,https://toyotauppsala.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bil-trean-i-uppsala-ab/uppsala/cpxhigpv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kundkontakt@biltrean.se; info.nrt@biltrean.se,+46 18 66 08 80,toyotauppsala.se,https://biltrean.se/om-oss/gdpr/,browser,yes,checkout; sampled_1; sample_pdp_1; sample_addtocart_1; sample_price_1,contact_like@https://biltrean.se/om-oss/gdpr/:hasCheckout(uiPhrase) | contact_like@https://biltrean.se/om-oss/gdpr/:samplingRan(sampled=1) | sampleURL@https://toyotauppsala.se/bilar/forsakringar-och-garantier/garanti-elbilsbatteri/:status=200:PDP+ATC+PRICE | DECISION@sample (confirmed) | DECISION@contact_like@https://biltrean.se/om-oss/gdpr/,
556174-5760,Hydrema Sverige Aktiebolag,Hydrema Sverige Aktiebolag,46630,,46630; 33120; 28920,VÄXJÖ,35246,HJALMAR PETRIS VÄG 44,Bolaget skall bedriva försäljning av maskiner och reservdelar samt därmed förenlig verksamhet.,1973-01-04,active,,,http://www.hydrema.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hydrema-sverige-ab/g%C3%B6teborg/lcrsekguv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+46706209246,hydrema.se,,,,,,
556155-5037,Rekarnekött AB,Rekarnekött AB,46321,,46321,ESKILSTUNA,63504,LINDHOLM STORA HUSET,Föremålet för bolagets verksamhet är inköp och försäljning av livsmedel och därmed förenlig verksamhet.,1971-12-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556125-7808,Färgbolaget Studio i Kungälv AB,Färgbolaget Studio i Kungälv AB,47523,,47523,BORÅS,50113,BOX 447,Bolaget ska bedriva tapet- och färghandel i Kungälv samt därmed förenlig verksamhet.,1969-05-05,active,,,,,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,,,
556192-8986,Börjessons Bil AB,Börjessons Bil AB,47811,,47811; 47820; 95311; 95312; 77110,ÄNGELHOLM,26221,BOX 1067,Bolaget skall bedriva handel med bilar samt därmed förenlig verksamhet.,1976-08-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556172-5630,Sig Livs AB,Sig Livs AB,47112,,47112,HULTSFRED,57736,TÄLTST 20,Bolaget skall bedriva handel med livsmedel samt idka därmed förenlig verksamhet.,1972-11-27,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556179-8835,Handelshuset Baruma Aktiebolag,Handelshuset Baruma Aktiebolag,46491,,46491; 46499,NOL,44944,INDUSTRIVÄGEN 1,Aktiebolagets verksamhet ska vara att bedriva design av och handel med fritidsartiklar jämte därmed förenlig verksamhet.,1973-04-24,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556192-9398,Pekka Lindberg Aktiebolag,Pekka Lindberg Aktiebolag,46160,,46160; 46340,FARSTA,12360,TISDAGSVÄGEN 14,"Bolaget skall driva agentur-, grossist- och detaljhandelsverk- samhet samt konsultverksmahet inom textilhandelsområdet, äga och förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",1976-08-19,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556187-0733,Stivema Bil o Maskin Aktiebolag,Stivema Bil o Maskin Aktiebolag,46720,,46720,ARBOGA,73248,BENSINGATAN 7,"Bolaget skall driva försäljning av bildelar, biltillbehör, bilverkstadsutrustningar och handverktyg, ävensom idka därmed förenlig verksamhet.",1974-04-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556199-5373,Firren AB,Firren AB,47230,,47230,LIDINGÖ,18132,FRIGGAVÄGEN 18,"Bolaget skall bedriva detaljhandel inom livsmedel, catering och restaurangverksamhet.",1979-03-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556209-4325,Trirem Aktiebolag,Trirem Aktiebolag,46642,,46642,STOCKHOLM,11452,SKEPPARGATAN 25 B,"Bolaget skall bedriva gummiverkstadsrörelse, handla med samt äga och förvalta fast egendom, snickeriverksamhet, administrativ verksamhet, dataredovisning och företagsledning, konsultverksamhet inom data samt ekonomi och redovisning och därmed förenlig verksamhet.",1981-04-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556132-5084,Nils Lindman AB,Nils Lindman Aktiebolag,47532,,47532; 47531,STOCKHOLM,11230,PARKGATAN 20,"Bolaget skall bedriva bygg-, måleri- och golvbeläggningsarbeten samt omklädnad av möbler och därmed förenlig verksamhet.",1970-01-26,active,,,http://nilslindman.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nils+lindman+ab/stockholm/cmsxyjcmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,thomas@nilslindman.se; peter@nilslindman.se; marie@nilslindman.se,+46 8 652 33 40; +46 70 743 26 02; +46 73 514 43 58,nilslindman.se,https://nilslindman.se/om-oss,browser,no,,,
556145-2847,Walther Reimer Aktiebolag,Walther Reimer Aktiebolag,46649,,46649,ÄLVSJÖ,12557,NYCKELPIGSVÄGEN 17,Bolaget skall bedriva handel med motorer och sportartiklar samt därmed sammanhängande försäljnings- och reparationsverksamhet ävensom idka därmed förenlig rörelse.,1971-03-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556150-6477,Allert Järn & Bygg Aktiebolag,Allert Järn & Bygg Aktiebolag,47522,,47522; 47521; 47523; 77320; 47813,KISA,59038,ÖDÄNGSVÄGEN 4,"Aktiebolagets verksamhet ska vara försäljning av järn-, bygg och färghandelsvaror samt därmed förenlig verksamhet. Bedriva uthyrning av bygg- och anläggningsmaskiner, fordon, eventutrustning samt därmed förenlig verksamhet.",1971-09-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556150-7970,GS Arph Aktiebolag,GS Arph Aktiebolag,46499,,46499,STOCKHOLM,11523,STRANDVÄGEN 57 C 1 TR,"Bolaget skall idka handel inom bil- båt- och väskbranscherna, äga och förvalta fastigheter och värdehandlingar, idka handel med konst, konsultverksamhet inom administration, ävensom idka därmed förenlig verksamhet.",1971-09-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556153-9585,Fyndmagasinet i Varberg AB,Fyndmagasinet i Varberg AB,47242,,47242; 47522; 47641,VARBERG,43240,BIRGER SVENSSONS VÄG 23,"Bolaget skall bedriva butikshandel med konfektyr, leksaker, lädervaror, värdepapper, järnhandelsvaror och trädgårdsmöbler samt därmed förenlig verksamhet.",1971-11-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556164-4930,Leif Jönssons Livsmedel Aktiebolag,Leif Jönssons Livsmedel Aktiebolag,47112,,47112,STOCKHOLM,11456,TORSTENSSONSGATAN 6,"Bolaget skall bedriva detaljhandel med livsmedel, äga och förvalta fastigheter, fastighetsskötsel, köpa och sälja konst och antikviteter, handel med värdepapper ävensom idka därmed förenlig verksamhet.",1972-05-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556177-7367,Åkes El & VVS AB,Åkes El & VVS AB,47521,,47521,GRUMS,66491,VÅLÅSEN HULTET 1,"Bolaget ska bedriva försäljning och installationer av el, tele, data, vitvaror, hushållsmaskiner, värmepumpar och kaminer samt därmed förenlig verksamhet.",1973-03-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556162-7851,Elgstrands Ur & Optik Aktiebolag,Elgstrands Ur & Optik Aktiebolag,47771,,47771,ÅKERSBERGA,18453,KLAPPBRYGGAN 41,"Bolaget skall idka handel med ur, optik och guld, äga och förvalta värdepapper ävensom idka därmed förenlig verksamhet.",1972-04-19,active,,,,,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,,,
556165-7619,Aktiebolaget Nils Hasselstig,Aktiebolaget Nils Hasselstig,46471,,46471,TIBRO,54331,ANDERSTORPSVÄGEN 28,Bolaget skall driva konstruktions- och konsultationsverksamhet inom möbelbranschen samt därmed förenlig verksamhet.,1972-06-19,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556186-7051,Jonas Axelssons Livsmedel Aktiebolag,Jonas Axelssons Livsmedel Aktiebolag,47112,,47112,HUSKVARNA,56104,BOX 4044,Bolaget skall bedriva detaljhandelsrörelse med dagligvaror och därmed förenlig verksamhet.,1974-02-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556094-9181,CRC Industries Sweden Aktiebolag,CRC Industries Sweden Aktiebolag,46850,,46850; 46810,PARTILLE,43338,LAXFISKEVÄGEN 16,"Bolaget skall tillverka, marknadsföra och sälja kemiska special- produkter samt idka därmed förenlig verksamhet.",1964-11-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556113-3991,Färgtrend i Alingsås AB,Färgtrend i Alingsås AB,47531,,47531; 47521; 47523,ALINGSÅS,44139,HEMVÄGEN 19,Bolaget skall driva försäljning av färg samt golv- och väggmaterial och därmed förenlig verksamhet.,1967-11-27,active,,,http://www.fargtrend.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/happy-homes-fargtrend/alings%C3%A5s/lgppxhjlc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,fargtrend.se,https://fargtrend.se,browser,no,,,net::ERR_CERT_COMMON_NAME_INVALID at https://fargtrend.se | method:browser
556138-6110,Sven-Åke Anderssons Ur & Optik Efterträdare Aktiebolag,Sven-Åke Anderssons Ur & Optik Efterträdare Aktiebolag,47742,,47742,KVIBILLE,30578,GÖTEBORGSVÄGEN 551,Bolaget skall bedriva inköp och försäljning av ur och optiska artiklar samt därmed förenlig verksamhet. Bolaget ska även bedriva administrativa tjänster samt äga och förvalta värdepapper och därmed förenlig verksamhet.,1970-08-31,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556129-5121,Göthes Sanitetslager Aktiebolag,Göthes Sanitetslager Aktiebolag,46842,,46842,NORRTÄLJE,76173,SÖDRA NÅNÖ BYVÄG 21,"Bolaget skall bedriva försäljning och installation av VVS- material och därmed förenlig verksamhet. Inköp, försäljning, renovering och tillverkning av entusiastfordon.Prototyptillverkning.",1969-10-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556135-7285,Gula Väven Aktiebolag,Gula Väven Aktiebolag,47510,,47510,KISTA,16422,BOX 1149,"Bolaget ska äga och förvalta aktier och andelar i dotterbolag och andra bolag, ekonomisk konsultverksamhet, domännamn och andra immateriella rättigheter och därmed förenlig verksamhet.",1970-05-19,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556154-8248,Lundkvist Avgassystem AB,Lundkvist Avgassystem AB,47820,,47820,VALLENTUNA,18642,FÅGELSÅNGSVÄGEN 22,Bolaget skall tillverka och försälja avgasrör och ljuddämpare jämte därmed förenlig verksamhet.,1971-12-06,active,,,,,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,,,
556109-7097,Bokhandeln i Alingsås anno 1848 AB,Bokhandeln i Alingsås anno 1848 AB,47611,,47611; 47622,ALINGSÅS,44124,BOX 188,"Bolaget skall bedriva handel med böcker, multimedia och övriga kontorsvaror, samt idka därmed förenlig verksamhet.",1967-04-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556187-0196,Blomsterfröknarna J & M AB,Blomsterfröknarna J & M AB,47761,,47761,KVISSLEBY,86231,AFFÄRSGATAN 10,Bolaget skall driva blomsterhandelsrörelse samt därmed förenlig verksamhet.,1974-03-28,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556174-8475,Aktiebolaget Trosgårds Motorservice,Aktiebolaget Trosgårds Motorservice,47300,,47300,SENOREN,37354,MÖCKLÖ,Bolaget arbetar med en bil- och motorverkstad med försäljning av bil- och båttillbehör. Bolaget arbetar även med en kiosk samt skötsel av en bensinförsäjningsanläggning samt med detta förenlig verksamhet.,1973-01-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556195-8314,Bevi AB,Bevi AB,46649,,46649; 27110; 33140,BLOMSTERMÅLA,38430,BEVIVÄGEN 1,"Bolaget skall inom elektronik- och elektromekanbranschen bedriva tillverknings-, verkstads-, installations och agenturverksamhet, försäljning och handel med elektriska och elektroniska komponenter, bedriva utveckling, tillverkning och marknadsföring av elektriska drivsystem, bedriva försäljning av elektriska maskiner och tillbehör, utföra service på sådan egendom, bolaget ska inom elbranschen bedriva internationell marknadsföring och lämna internationella managementtjänster, förvalta aktier i dotterbolag samt annan fast och lös egendom, samt idka därmed förenlig verksamhet.",1977-11-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556149-9079,Westerbergs Livs i Sandhamn Aktiebolag,Westerbergs Livs i Sandhamn Aktiebolag,47112,,47112,SANDHAMN,13039,BOX 112,Bolaget skall driva affärsrörelse inom livsmedelsbranschen och därmed förenlig verksamhet.,1971-08-19,active,,,http://westerbergslivs.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/westerbergs+livs+i+sandhamn+ab/sandhamn/kosbiakgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,westerbergslivs@telia.com,+46 8 571 530 19,westerbergslivs.se,https://westerbergslivs.se,browser,no,,main@https://westerbergslivs.se/:samplingRan(sampled=0),
556199-8914,Duonova Aktiebolag,Duonova Aktiebolag,46831,,46831,DJURSHOLM,18267,SVALNÄS ALLÉ 4 B,"Bolaget skall marknadsföra inhemska och importerade byggnads- och industriprodukter, ävensom bedriva konsulterande verksamhet inom byggnadsjuridik och affärsjuridik.",1979-04-23,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556200-6550,Njudungs Bil Kalmar AB,Njudungs Bil Kalmar AB,47811,,47811; 95311,KALMAR,39241,STRÖMSBERGSVÄGEN 6,Bolaget skall bedriva bilverkstad jämte därmed förenlig verksamhet. Bolaget kommer också sälja nya o beg bilar och lätta Lastbilar.,1979-07-10,active,,,https://www.njudungsbil.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/njudungs+bil+kalmar+ab+(f.d.+larssons+bil)/kalmar/jpxaoprt | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@njudungsbil.se,+4648085606,njudungsbil.se,,,,,,
556199-0721,Aquameter AB,Aquameter AB,46190,,46190,SOLNA,16951,RYTTARGATAN 12,"Bolaget bedriver installationsverksamhet och handel inom el, vvs, ventilation och därmed förenliga verksamheter.",1979-01-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556128-7052,Svenska Neoplan Aktiebolag,Svenska Neoplan Aktiebolag,46712,,46712; 46720,GÖTEBORG,41705,KNIPPLEKULLEN 3 B,"Bolaget skall driva inköp, försäljning, uthyrning och finansiering av motorfordon och reservdelar, och idka därmed förenlig verksamhet.",1969-09-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556142-0505,SFS Group Sweden AB,SFS Group Sweden AB,46841,,46841; 22240,STRÄNGNÄS,64542,OLIVEHÄLLSVÄGEN 10,Bolaget skall direkt eller indirekt genom delägarskap i andra företag bedriva tillverkning och grossiströrelse avseende fästelement.,1970-12-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556154-6143,Ljudmakarn AB,Ljudmakarn AB,47403,,47403,STOCKHOLM,11136,DROTTNINGGATAN 90  1TR B TH,Bolaget skall bedriva detaljhandelsverksamhet med radio och TV samt hemelektronik och därmed förenlig verksamhet.,1971-12-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556163-6423,Golvkedjan Aktiebolag,Golvkedjan Aktiebolag,46831,,46831,KISTA,16432,NORGEGATAN 2,Bolaget skall direkt eller genom dotterbolag idka franchising- och entreprenadverksamhet avseede byggmaterial samt äga och förvalta fast och lös egendom ävensom att bedriva därmed förenlig verksamhet.,1972-05-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556161-2127,Frimärksrådgivarna i Stockholm Aktiebolag,Frimärksrådgivarna i Stockholm Aktiebolag,47699,,47699,STOCKHOLM,11160,HOLLÄNDARGATAN 21 B,Bolaget skall bedriva handel med frimärken samt handel med värdepapper jämte därmed förenlig verksamhet.,1972-03-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556175-5165,Emintra AB,Emintra AB,46410,,46410; 46860,ESLÖV,24123,BOX 223,"Bolaget ska äga och driva fabrikations- och handelsrörelse med produkter av engångstyp, tillverka och försälja maskiner för tillverkning av detsamma, driva handel med olika material för dylik produktion samt driva handel med värdepapper och fastighets förvaltning, ävensom idka därmed förenlig verksamhet.",1973-01-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556193-5205,Almqvists Sporthörna Aktiebolag,Almqvists Sporthörna Aktiebolag,47631,,47631,KALMAR,39253,Södra VÄGEN 2,"Bolaget skall bedriva handel med sportartiklar, konfektion samt handel och förvaltning av värdepapper samt därmed förenlig verksamhet.",1976-11-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556174-5521,Galvin Green,Galvin Green Aktiebolag,46420,,46420,VÄXJÖ,35245,SANDVÄGEN 7,Bolaget skall bedriva försäljning av textilier företrädesvis inom fritidssektorn samt därmed förenlig verksamhet.,1973-01-04,active,,,https://www.galvingreen.com/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/galvin+green/v%C3%A4xj%C3%B6/jjkmgpxja | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@stagheaddesigns.com; hey@craftpip.com,,galvingreen.com,https://www.galvingreen.com/contact,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:shopify,main@https://www.galvingreen.com/:hasCheckout(urlPath:/checkout) | main@https://www.galvingreen.com/:hasCart(urlPath:/cart) | main@https://www.galvingreen.com/:pricedCards(priceMicrodata) | main@https://www.galvingreen.com/:providers(shopify) | main@https://www.galvingreen.com/:productCards(200) | DECISION@main@https://www.galvingreen.com/ | contact_like@https://www.galvingreen.com/:hasCheckout(urlPath:/checkout) | contact_like@https://www.galvingreen.com/:hasCart(urlPath:/cart) | contact_like@https://www.galvingreen.com/:pricedCards(priceMicrodata) | contact_like@https://www.galvingreen.com/:providers(shopify) | contact_like@https://www.galvingreen.com/:productCards(200) | DECISION@contact_like@https://www.galvingreen.com/,
